,ner,url
0,"Badili, Total Energies, the National Capital District Commission Active City",https://www.postcourier.com.pg/badili-back-to-business/
1,"St John Ambulance Matt Cannon, the Port Moresby General Hospital, PNG",https://www.postcourier.com.pg/everyone-deserves-our-service/
2,"the education department, the Teaching Service Commission",https://www.postcourier.com.pg/uguro-told-the-education-officials-issue-has-been-resolved/
3,"The Night Owl Security Service, Goroka",https://www.postcourier.com.pg/security-company-warns-hooligans/
4,"Goroka, Eastern Highlands, Goroka Base Hospital, Papindo Market, BSP",https://www.postcourier.com.pg/police-officers-injured-in-goroka/
5,"Hospital, Brian Bell Group, CPL, PMGH",https://www.postcourier.com.pg/port-moresby-general-hospital-confirms-9-dead-and-51-injured/
6,"Lae city, Huon, Oriental Holdings, Lae Security Service, LSS, CS",https://www.postcourier.com.pg/guards-vigilant-despite-chaos/
7,"PMV, Port Moresby, Manu, Boroko, Waigani, NCD, Post-Courier",https://www.postcourier.com.pg/public-transport-resumes-in-capital-city/
8,"Goroka, Eastern Highlands, Port Moresby, PMV",https://www.postcourier.com.pg/goroka-remains-closed/
9,"Port Moresby, the PNG Defence Force",https://www.postcourier.com.pg/city-residents-queue-up-to-shop/
10,"Lae, Morobe, Lae Metropolitan, Intel, Chinatown, the Lae Business Community, Port Moresby",https://www.postcourier.com.pg/police-in-lae-beef-up-security-checks/
11,"Port Moresby, Gordons, Boroko, Konedobu",https://www.postcourier.com.pg/markets-in-nations-capital-closed/
12,"Port Moresby, Manu Cash, Post-Courier",https://www.postcourier.com.pg/clean-up-day-for-many-businesses/
13,"Goroka, Eastern Highlands Province",https://www.postcourier.com.pg/police-stop-looting-in-goroka/
14,"Papua New Guinea, Post-Courier, Police, Hela, Southern Highlands, Enga, Western Highlands, NCD, Central, Unagi Oval, Gordons, Metropolitan",https://www.postcourier.com.pg/despite-pay-cut-police-in-other-centres-still-on-duty/
15,"Stop N Shop, Bismillah, G-Mart, Papindo",https://www.postcourier.com.pg/brave-residents-help-save-eliseo-shop-at-rainbow/
16,"the Waigani National Court’s, the Department of Justice, Hela, Jiwaka, Eastern Highlands, Western Highlands, East New Britain, New Ireland, Port Moresby, Morobe, POM Civil DC, Boroko DC, Goroka DC, Lae DC, Minj DC, Kavieng DC, Waigani DC, Tari DC, Rabaul DC, Mt Hagen, Niningi",https://www.postcourier.com.pg/10-new-magistrates-sworn-in/
17,"Mount Hagen, Western Highlands, Hagen Central MP, Mul-Baiyer Lumusa MP, the Mount Hagen City Commission",https://www.postcourier.com.pg/western-highlands-quiet-says-ppc/
18,"New Ireland, Kavieng, Konos, Lihir, the West Coast, New Irelanders, this National Government",https://www.postcourier.com.pg/sir-j-appeals-for-calm-in-nip/
19,"State of Emergency, Port Moresby",https://www.postcourier.com.pg/state-of-emergency-does-not-include-curfew/
20,"State of Emergency, Port Moresby",https://www.postcourier.com.pg/state-of-emergency-does-not-include-curfew/
21,"State of Emergency, Port Moresby",https://www.postcourier.com.pg/state-of-emergency-does-not-include-curfew/
22,"State of Emergency, Port Moresby",https://www.postcourier.com.pg/state-of-emergency-does-not-include-curfew/
23,"State of Emergency, Port Moresby",https://www.postcourier.com.pg/state-of-emergency-does-not-include-curfew/
24,"NEW Ireland, Islands",https://www.postcourier.com.pg/kavieng-town-under-siege0/
25,"Western Highlands Province, Hagen Central, the Mt Hagen City, Provincial Police and Defence Force, Port Moresby City, Mt Hagen city, Sapos yu bagarapim Hagen City, the Pick & Pay Supermarket, Kina Bank, Papua New Guinea",https://www.postcourier.com.pg/governor-rapa-warns-opportunists-not-to-disturb-mt-hagen-city/
26,"Met Supt, Zone Commanders, NCD, Central, Sector Patrol, Mobile Squad, the PNG Defence Force, Shop Waigani Central",https://www.postcourier.com.pg/supermarkets-to-open-today/
27,"the Highlands Mobile Group, HMG, Port Moresby, Enga, Chimbu and Western Highlands, the Southern Mobile Group, McGregor Barracks, NCD, Northern Mobile Group, NMG, Morobe, New Guinea Islands, Badili",https://www.postcourier.com.pg/contingent-of-highlands-mobile-squad-expected-in-port-moresby/
28,"Boroko, N Shop Boroko, buai, Hela, Eyewitness",https://www.postcourier.com.pg/famous-boroko-shopping-centres-unctouched/
29,"Gerehu, Port Moresby, Papua New Guinea Defence Force",https://www.postcourier.com.pg/png-defense-force-on-the-streets-in-port-moresby/
30,"the Department of Higher Education Research Science and Technology’s, Post-Courier",https://www.postcourier.com.pg/k296-4-million-school-fees-for-students/
31,"Mendi, Youth, Post-Courier",https://www.postcourier.com.pg/mendi-youths-join-hands-to-keep-city-clean/
32,"KOKOPO, ENB, the National Gaming Board, Kokopo, Tobaining, Rabaul",https://www.postcourier.com.pg/kokopo-mp-aids-police-ops/
33,"Justice, Post-Courier",https://www.postcourier.com.pg/ag-condemns-chaos-in-the-nations-capital/
34,"the Waigani National Court’s, the Department of Justice, Hela, Jiwaka, Eastern Highlands, Western Highlands, East New Britain, New Ireland, Port Moresby, Morobe, Post-Courier",https://www.postcourier.com.pg/new-magistrates-sworn-in/
35,"Gordons, Police Association, Post-Courier",https://www.postcourier.com.pg/ncd-police-stand-down/
36,"St John’s Ambulance, Gerehu Hospital, PMGH",https://www.postcourier.com.pg/st-johns-staff-dispatched-to-hospitals-to-assist-in-the-trauma-cases/
37,"Correctional Service, K500,000",https://www.postcourier.com.pg/warder-training-delayed-due-to-funding-constraints/
38,"Internal Security, Treasury, the Department of Finance, Parliament, Gordons, Parliament House",https://www.postcourier.com.pg/disciplinary-forces-enter-parliament/
39,"Gerehu General Hospital, NCDPHA",https://www.postcourier.com.pg/gerehu-hospital-patients-transferred-to-pom-gen/
40,"El Nino, United Nations Food and Agriculture Organisation, the Department of Agriculture and Livestock, UNFAO Food Security, DAL, NARI, Western Highlands, the El Nino, National Disaster Centre",https://www.postcourier.com.pg/food-security-programs-on-foot/
41,"Badili SNS, Rainbow SNS, Desh Besh, the SJA Headquarters",https://www.postcourier.com.pg/st-john-ambulance-calls-out-for-assistance/
42,"the Australian Parliament, Highlands, Today I speak to you in my language, Pacific, Parliament of Australia, Labor, PNG, Papua New Guinea",https://www.postcourier.com.pg/marape-to-address-australia-parliament/
43,"Kabiufa village, Eastern Highlands, Goroka, K500",https://www.postcourier.com.pg/man-in-police-custody-brutally-beaten/
44,"Papua New Guinea, Dial A Physio, Lae city, Morobe Province, the Dial A Physio, Facebook, East Sepik, the PNG Medical Board, Mobile Physio Clinic, Lae City, K50, +675, tgruddaka@gmail.com",https://www.postcourier.com.pg/physiotherapy-easy-with-dial-a-physio/
45,Police,https://www.postcourier.com.pg/mp-rosso-lauds-lae-for-peaceful-festive-period/
46,"Western Province, Indonesia, Png fishing, Moon Passage, Transnational Crime, Customs, Australia, PNG Customs, the PNG Customs, the Australia Border Force, the Transnational Crime Unit, TCU, Daru, the Moon Passage, Tureture",https://www.postcourier.com.pg/border-patrol-commended/
47,"The Lufa District Development Authority, the Department of National Planning and Monitoring, Debala, Deve, Bade, Upisala, cooperatives, Eastern Highlands, the Lufa Juncao Mushroom Project, National Planning department, China, Juncao Technology, UN",https://www.postcourier.com.pg/lufa-to-revive-mushroom-project/
48,"The National Court, Kompiam Ambum, the Post-Courier, Wabag",https://www.postcourier.com.pg/pundaris-attempt-to-dismiss-petition-unsuccessful/
49,"the Adventist Development Relief Agency, ADRA, The Unggai-Bena DDA",https://www.postcourier.com.pg/unggai-bena-moving-away-from-traditional-farming-practices/
50,"Bobogara, Morobe Province, the Incorporated Land Group, Hoding, the Ward 13 and 19, Sialum Local level Government, Bobogara Terraces, the Hoding ILG, the Bismarck Sea, Dambi, the Bobogara Terraces, Mt Bulebe, Telikom, the Tewai Siassi District",https://www.postcourier.com.pg/bobogara-is-a-registered-land-says-tribe/
51,"the Changhua Christian Hospital, Taiwan, Changhua CCH, the Taiwan Cultural and Trade Mission",https://www.postcourier.com.pg/patient-says-thank-you-to-hospital/
52,"the United Pentecostal Church, UPC, Lae, Morobe, Bougainville, the Lemanmanu Village Assembly, Tanhil, Christ",https://www.postcourier.com.pg/get-to-know-god-rev-raymond/
53,"Bulolo, PMV, the Kumalu River, Wau Rural local level council, ward, PNG Forest Products and Hidden Valley",https://www.postcourier.com.pg/wau-bulolo-highway-affected/
54,"National Geographic’s, Papua New Guinea, Marine Biodiversity, Pacific Islands",https://www.postcourier.com.pg/national-geographics-program-to-support-papua-new-guinea-safeguard-its-ocean/
55,"Education, Papua New Guinea, us",https://www.postcourier.com.pg/uguro-lets-be-smart-and-take-the-country-into-the-future/
56,"the PNG University of Natural Resources and Environment, PNGUNRE, Postgraduate Studies, Masters, PhD, Taiwan, the National Taiwan Ocean University, the National Pingtung University of Science and Technology, PhD Thesis, Thesis Defence, ICDF Scholarship, Papua New Guineans, University of Goroka, Papua New Guinea University of Natural Resources and Environment, Post Graduate Studies",https://www.postcourier.com.pg/dr-breria-inspires-unre-staff/
57,"Wau, Bulolo, The Voice Inc, Wau Rural, Waria",https://www.postcourier.com.pg/youths-in-wau-appreciate-training-conducted/
58,"Yama Group of Companies against, Bank South Pacific, The Supreme Court, Waigani, SC No, Ashurst, Mal Varitimos KC, Kings Counsel",https://www.postcourier.com.pg/case-of-yama-against-bank-south-pacific-far-from-over/
59,"Education, the Education Department, Singapore, ICT, n Connecting, andn, India, NICTA, ICT Department",https://www.postcourier.com.pg/education-department-plans-to-digitise-sector/
60,"Hagen, State-Owned, Hela, Southern Highlands, SHP, Muruk",https://www.postcourier.com.pg/change-attitude-for-betterment-of-province/
61,"Seeto Kui Holdings Limited, Lae city, Morobe Province",https://www.postcourier.com.pg/seeto-kui-gives-away-goodies-to-clients/
62,"Kerevat Jail, Kokopo, Correctional Service, the Correctional Service",https://www.postcourier.com.pg/young-lau-poses-interesting-question-to-inmates-during-visit/
63,"East New Britain, Takubar, the Post-Courier",https://www.postcourier.com.pg/enb-community-leaders-urged-to-control-people/
64,the Madang Local Level Government,https://www.postcourier.com.pg/clean-water-flows-into-gavstoa-community/
65,"Lae under the Labour Mobility Program, Brisbane, Lae Program, Australia, Toowomba, Port Moresby, Success, the Lae City Authority, Ahi Hope Foundation, Lae School of Nursing, Angau Hospital, Lae International Hospital, NID, Royal PNG Constabulary, PNG Immigration and Citizen Authority, the Lae Labour Mobility Program",https://www.postcourier.com.pg/first-lot-of-eight-seasonal-workers-arrive-in-aust/
66,"Madang, Jomba Police, Avatip village, Ambunti, East Sepik, Aring, Boikin, Auto Mechanic and Business, Goroka Technical, Kulukal, Madang Provincial Police, Madang Music, Take Back Hamgu Panu",https://www.postcourier.com.pg/wanted-criminals-surrender/
