,ner,url
0,"Papua New Guinea's, the Porgera Valley, PNG, Enga province, ABC, BNL, Barrick Gold, Zijin Mining, Game of Thrones, valley, Massey University's, Laype, Porgera Women's Rights Watch, the Porgera Landowners Association, Papua New Guineans, Porgera Women in Business",https://www.abc.net.au/news/2023-12-29/inside-the-battle-over-this-png-gold-mine/103245364
1,"the Papua New Guinea Hunters (PNG Hunters, Port Moresby's, Australian Rugby League Commission, ARLC, Perth, Brisbane, North Sydney, New Zealand, Penrith Panthers, Telstra, Cairns, NRL, the Department of Foreign Affairs and Trade, Statecraftiness, University of Adelaide, Pacific, China, the United States, France, India, ""Rugby league, Papua New Guineans, Christianity, National Rugby League, Las Vegas, ABC",https://www.abc.net.au/news/2023-12-18/national-unity-strategy-inside-png-bid-to-enter-the-nrl/103241192
2,"Bougainville, Papua New Guinea, Piau, Papua New Guineans, ABC, Tokura, the Bougainville Police Service, the Pacific Islands, the United States Institute of Peace, Internal Security, The Bougainville Police Service, Arawa, Buka and, the Australian National University's, Department of Pacific Affairs, the Royal Papua New Guinea, PNG, ""There",https://www.abc.net.au/news/2023-12-18/png-bougainville-police-accused-of-orchestrating-robberies/103229914
3,"HMAS Matafele, the Coral Sea, the Pacific Ocean, Queensland, Papua New Guinea, Sydney, Townsville, North Queensland, Melbourne, the Maritime Museum of Townsville, ""There",https://www.abc.net.au/news/2023-12-16/hmas-matafele-navy-ship-townsville-shipwreck-maritime-museum/103234708
4,"Pacific, China, Pacific Island, Beijing, Solomon Islands, Samoa, Tonga, Trade, Kiribati, Acting Police, Papua New Guinea, Vanuatu, Police Service Commission, Fiji, Federated States, Micronesia, Xinhua, cooperation"", ABC, Australia, Pacific island, the Australian National University, the Belt and Road Initiative, Smith, New Zealand, Honiara, People's Republic of China, the Ministry of Public Security, the Chinese Embassy",https://www.abc.net.au/news/2023-12-11/pacific-islands-police-ministers-security-talks-beijing/103213960
5,"Australia, Papua New Guinea, Canberra, Party, Pacific, Port Moresby, Pacific Island, the Royal Papua New Guinea Constabulary, PNG, Foreign Affairs, Parliament, the United States of America, Beijing, China, ABC, Pacific island, the Department of Foreign Affairs and Trade, DFAT, Solomon Islands, New Caledonia, the South Pacific Defence Ministers' Meeting, Fiji, France, New Zealand, Tonga, Chile, Pacific Response Group, Massey University, ABC.""It, the Pacific Islands",https://www.abc.net.au/news/2023-12-07/australia-png-sweeping-security-agreement-threats-pacific-china/103200386
6,"Australia, Pacific, Blueprint for Free Speech Whistleblowing Award, Tesla, UK, Paul Paraka Lawyers, Townsville, ABC, Papua New, Papua New Guinea, Norway, Poland, Neonatal Intensive Care Unit, US, the dirty dobber, Pacific Island",https://www.abc.net.au/news/2023-12-05/australian-png-whistleblower-among-recipients-of-prize/103184776
7,"Australia, Papua New Guinea, PNG, Canberra, Papua New Guinea's, Police Training Academy, the Royal Papua New Guinea Constabulary, highland region, ABC, the Papua New Guinea Defence Force, Federal Police, Supreme Court, the Bomana Police College, DCA, the United States, US, China, Indo, Pacific, Asia",https://www.abc.net.au/news/2023-12-05/australia-and-png-to-sign-a-major-bilateral-security-agreement/103188340
8,"Samoa, Upolu island, Tonga, Australia, Pacific, Bundaberg, Brisbane, Pacific island, The National Oceanic and Atmospheric Administration, NOAA, the Australian Institute of Marine Science, New Guinea, the Sea Women of Melanesia, Ms Longa, AIMS, Development Corporation, Queensland, Wide Bay, ""There, Gurang",https://www.abc.net.au/news/2023-11-24/pacific-traditional-owners-mix-traditional-knowledge-modern-tech/103143038
9,"Pacific Island, Australia, Vanuatu, Papua New Guinea, Tonga, Fiji, the Blue Pacific Continent, the Department of Foreign Affairs and Trade, the Australian Signals Directorate, ABC",https://www.abc.net.au/news/2023-11-22/australia-roving-pacific-cyber-experts-online-threats-grow/103135782
