date,ym,tuvalu_abc_au_body_count,tuvalu_abc_au_epu_count,tuvalu_abc_au_ratio,tuvalu_rnz_body_count,tuvalu_rnz_epu_count,tuvalu_rnz_ratio,news_total,tuvalu_abc_au_weights,tuvalu_rnz_weights,tuvalu_abc_au_z_score,tuvalu_rnz_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted
2016-11-01,2016-11,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-12-01,2016-12,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,7.371521412768969,3.6857607063844844,7.371521412768969,2507.8966417120855,1510.9843877121739
2017-01-01,2017-1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-02-01,2017-2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-01,2017-3,1.0,0.0,0.0,4.0,0.0,0.0,5.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-01,2017-4,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-05-01,2017-5,0.0,0.0,0.0,6.0,1.0,0.16666666666666666,6.0,0.0,1.0,0.0,1.2285869021281615,0.6142934510640807,1.2285869021281615,417.98277361868094,251.83073128536233
2017-06-01,2017-6,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-01,2017-7,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-08-01,2017-8,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-09-01,2017-9,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-10-01,2017-10,0.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-11-01,2017-11,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-12-01,2017-12,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-01-01,2018-1,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2018-02-01,2018-2,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-03-01,2018-3,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0
2018-05-01,2018-5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-01,2018-6,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-01,2018-7,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-01,2018-8,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-01,2018-9,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-10-01,2018-10,0.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-01,2018-11,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01,2018-12,2.0,1.0,0.5,2.0,0.0,0.0,4.0,0.5,0.5,2.2565418762943374,0.0,1.1282709381471687,1.1282709381471687,383.8538529942016,462.5367484374884
2019-01-01,2019-1,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-01,2019-2,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-01,2019-3,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-01,2019-4,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-01,2019-5,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-01,2019-6,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,2019-7,1.0,0.0,0.0,11.0,0.0,0.0,12.0,0.08333333333333333,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-01,2019-8,15.0,7.0,0.4666666666666667,21.0,1.0,0.047619047619047616,36.0,0.4166666666666667,0.5833333333333334,2.1061057512080485,0.3510248291794747,1.2285652901937616,1.0823085466913804,368.2167923763814,503.65260271842607
2019-09-01,2019-9,1.0,1.0,1.0,9.0,0.0,0.0,10.0,0.1,0.9,4.513083752588675,0.0,2.2565418762943374,0.4513083752588675,153.54154119768063,925.0734968749769
2019-10-01,2019-10,1.0,1.0,1.0,7.0,0.0,0.0,8.0,0.125,0.875,4.513083752588675,0.0,2.2565418762943374,0.5641354690735844,191.9269264971008,925.0734968749769
2019-11-01,2019-11,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-01,2019-12,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,2020-1,1.0,0.0,0.0,3.0,0.0,0.0,4.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-01,2020-2,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-01,2020-3,1.0,0.0,0.0,4.0,0.0,0.0,5.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-01,2020-4,0.0,0.0,0.0,2.0,1.0,0.5,2.0,0.0,1.0,0.0,3.6857607063844844,1.8428803531922422,3.6857607063844844,1253.9483208560428,755.4921938560869
2020-05-01,2020-5,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-01,2020-6,0.0,0.0,0.0,4.0,1.0,0.25,4.0,0.0,1.0,0.0,1.8428803531922422,0.9214401765961211,1.8428803531922422,626.9741604280214,377.74609692804347
2020-07-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0
2020-08-01,2020-8,1.0,1.0,1.0,2.0,0.0,0.0,3.0,0.3333333333333333,0.6666666666666666,4.513083752588675,0.0,2.2565418762943374,1.5043612508628916,511.80513732560206,925.0734968749769
2020-09-01,2020-9,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-01,2020-10,2.0,1.0,0.5,2.0,0.0,0.0,4.0,0.5,0.5,2.2565418762943374,0.0,1.1282709381471687,1.1282709381471687,383.8538529942016,462.5367484374884
2020-11-01,2020-11,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-01,2020-12,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0
2021-02-01,2021-2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-01,2021-3,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0
2021-05-01,2021-5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0
2021-07-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0
2021-08-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0
2021-09-01,2021-9,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01,2021-10,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-01,2021-11,1.0,0.0,0.0,4.0,0.0,0.0,5.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-01,2021-12,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0
2022-02-01,2022-2,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0
2022-04-01,2022-4,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01,2022-5,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01,2022-6,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.5,0.5,4.513083752588675,0.0,2.2565418762943374,2.2565418762943374,767.7077059884032,925.0734968749769
2022-07-01,2022-7,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-01,2022-8,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-01,2022-9,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-01,2022-10,1.0,0.0,0.0,3.0,0.0,0.0,4.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,2022-11,1.0,0.0,0.0,6.0,0.0,0.0,7.0,0.14285714285714285,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,2022-12,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0
2023-02-01,2023-2,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-01,2023-3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01,2023-4,3.0,1.0,0.3333333333333333,0.0,0.0,0.0,3.0,1.0,0.0,1.5043612508628916,0.0,0.7521806254314458,1.5043612508628916,511.80513732560206,308.35783229165895
2023-05-01,2023-5,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0
2023-07-01,2023-7,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-01,2023-8,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-01,2023-9,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-01,2023-10,3.0,1.0,0.3333333333333333,1.0,0.0,0.0,4.0,0.75,0.25,1.5043612508628916,0.0,0.7521806254314458,1.1282709381471687,383.8538529942016,308.35783229165895
2023-11-01,2023-11,1.0,0.0,0.0,6.0,0.0,0.0,7.0,0.14285714285714285,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-01,2023-12,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01,2024-1,1.0,0.0,0.0,4.0,0.0,0.0,5.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-01,2024-2,3.0,0.0,0.0,6.0,0.0,0.0,9.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01,2024-3,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-01,2024-4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01,2024-5,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0
2024-07-01,2024-7,0.0,0.0,0.0,4.0,1.0,0.25,4.0,0.0,1.0,0.0,1.8428803531922422,0.9214401765961211,1.8428803531922422,626.9741604280214,377.74609692804347
2024-08-01,2024-8,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-01,2024-9,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-01,2024-10,3.0,0.0,0.0,3.0,0.0,0.0,6.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01,2024-11,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-01,2024-12,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0
2025-02-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0
2025-03-01,2025-3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-01,2025-4,2.0,0.0,0.0,4.0,0.0,0.0,6.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-01,2025-5,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-01,2025-6,3.0,1.0,0.3333333333333333,8.0,1.0,0.125,11.0,0.2727272727272727,0.7272727272727273,1.5043612508628916,0.9214401765961211,1.2129007137295065,1.0804186513961493,367.5738230626265,497.23088075568074
2025-07-01,2025-7,2.0,0.0,0.0,2.0,0.0,0.0,4.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-01,2025-8,3.0,1.0,0.3333333333333333,0.0,0.0,0.0,3.0,1.0,0.0,1.5043612508628916,0.0,0.7521806254314458,1.5043612508628916,511.80513732560206,308.35783229165895
2025-09-01,2025-9,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.5,0.5,4.513083752588675,0.0,2.2565418762943374,2.2565418762943374,767.7077059884032,925.0734968749769
