date,ym,tuvalu_abc_au_body_count,tuvalu_abc_au_epu_count,tuvalu_abc_au_ratio,tuvalu_rnz_body_count,tuvalu_rnz_epu_count,tuvalu_rnz_ratio,news_total,tuvalu_abc_au_weights,tuvalu_rnz_weights,tuvalu_abc_au_z_score,tuvalu_rnz_z_score,z_score_unweighted,z_score_weighted,epu_weighted,epu_unweighted,epu_inflation
2018-11-01,2018-11,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-01,2018-12,2.0,0.0,0.0,2.0,0.0,0.0,4.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-01-01,2019-1,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-01,2019-2,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-01,2019-3,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-01,2019-4,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-01,2019-5,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-01,2019-6,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,2019-7,1.0,0.0,0.0,11.0,0.0,0.0,12.0,0.08333333333333333,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-01,2019-8,15.0,5.0,0.3333333333333333,21.0,1.0,0.047619047619047616,36.0,0.4166666666666667,0.5833333333333334,1.8600532574180781,0.6941217994885591,1.2770875284533187,1.1799265736258588,466.69024603637337,607.1917368634174,466.69024603637337
2019-09-01,2019-9,1.0,1.0,1.0,9.0,0.0,0.0,10.0,0.1,0.9,5.580159772254235,0.0,2.7900798861271174,0.5580159772254235,220.70916913355035,1326.544511868307,220.70916913355035
2019-10-01,2019-10,1.0,1.0,1.0,7.0,0.0,0.0,8.0,0.125,0.875,5.580159772254235,0.0,2.7900798861271174,0.6975199715317794,275.8864614169379,1326.544511868307,275.8864614169379
2019-11-01,2019-11,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-01,2019-12,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-01,2020-1,1.0,0.0,0.0,3.0,0.0,0.0,4.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-01,2020-2,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-01,2020-3,1.0,0.0,0.0,4.0,0.0,0.0,5.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-01,2020-4,0.0,0.0,0.0,2.0,1.0,0.5,2.0,0.0,1.0,0.0,7.288278894629871,3.6441394473149353,7.288278894629871,2882.6952003159618,1732.6074455268083,2882.6952003159618
2020-05-01,2020-5,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-01,2020-6,0.0,0.0,0.0,4.0,1.0,0.25,4.0,0.0,1.0,0.0,3.6441394473149353,1.8220697236574677,3.6441394473149353,1441.3476001579809,866.3037227634042,1441.3476001579809
2020-07-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,
2020-08-01,2020-8,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-01,2020-9,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-01,2020-10,2.0,1.0,0.5,2.0,0.0,0.0,4.0,0.5,0.5,2.7900798861271174,0.0,1.3950399430635587,1.3950399430635587,551.7729228338758,663.2722559341535,551.7729228338758
2020-11-01,2020-11,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-01,2020-12,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,
2021-02-01,2021-2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-03-01,2021-3,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,
2021-05-01,2021-5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,
2021-07-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,
2021-08-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,
2021-09-01,2021-9,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-01,2021-10,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-01,2021-11,1.0,0.0,0.0,4.0,0.0,0.0,5.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-01,2021-12,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,
2022-02-01,2022-2,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,
2022-04-01,2022-4,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01,2022-5,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01,2022-6,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01,2022-7,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-01,2022-8,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-01,2022-9,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-01,2022-10,1.0,0.0,0.0,3.0,0.0,0.0,4.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,2022-11,1.0,0.0,0.0,6.0,0.0,0.0,7.0,0.14285714285714285,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,2022-12,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,
2023-02-01,2023-2,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-01,2023-3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01,2023-4,3.0,1.0,0.3333333333333333,0.0,0.0,0.0,3.0,1.0,0.0,1.8600532574180781,0.0,0.9300266287090391,1.8600532574180781,735.6972304451677,442.1815039561023,735.6972304451677
2023-05-01,2023-5,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,
2023-07-01,2023-7,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-01,2023-8,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-01,2023-9,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-01,2023-10,3.0,1.0,0.3333333333333333,1.0,0.0,0.0,4.0,0.75,0.25,1.8600532574180781,0.0,0.9300266287090391,1.3950399430635585,551.7729228338758,442.1815039561023,551.7729228338758
2023-11-01,2023-11,1.0,0.0,0.0,6.0,0.0,0.0,7.0,0.14285714285714285,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-01,2023-12,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-01,2024-1,1.0,0.0,0.0,4.0,0.0,0.0,5.0,0.2,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-01,2024-2,3.0,0.0,0.0,6.0,0.0,0.0,9.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01,2024-3,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-01,2024-4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-05-01,2024-5,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,
2024-07-01,2024-7,0.0,0.0,0.0,4.0,1.0,0.25,4.0,0.0,1.0,0.0,3.6441394473149353,1.8220697236574677,3.6441394473149353,1441.3476001579809,866.3037227634042,1441.3476001579809
2024-08-01,2024-8,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-09-01,2024-9,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-01,2024-10,3.0,0.0,0.0,3.0,0.0,0.0,6.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01,2024-11,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-01,2024-12,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-01-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,
2025-02-01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,
2025-03-01,2025-3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-04-01,2025-4,2.0,0.0,0.0,4.0,0.0,0.0,6.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-05-01,2025-5,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-06-01,2025-6,3.0,0.0,0.0,8.0,0.0,0.0,11.0,0.2727272727272727,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-07-01,2025-7,2.0,0.0,0.0,2.0,0.0,0.0,4.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-08-01,2025-8,3.0,1.0,0.3333333333333333,0.0,0.0,0.0,3.0,1.0,0.0,1.8600532574180781,0.0,0.9300266287090391,1.8600532574180781,735.6972304451677,442.1815039561023,735.6972304451677
2025-09-01,2025-9,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.5,0.5,5.580159772254235,0.0,2.7900798861271174,2.7900798861271174,1103.5458456677516,1326.544511868307,1103.5458456677516
