,ner,url
0,"Shefa Bakery, Shefa bakery, Chuan Store, Pow Bakery, Ah Pow Bakery",https://vbr.vu/news/another-flour-shortage-in-the-capital/
1,"Titan FX, the National Bank of Vanuatu, NBV, Housing Support Program, the Housing Support Program",https://vbr.vu/news/better-homes-more-productive-workers/
2,"Coronavirus, America, Level 1.All, the Ministry of Health, Vila Harbour, The Caribbean Royal Cruise, Vanuatu, Seafront, Port Vila, ni Vanuatu",https://vbr.vu/news/port-vila-returning-to-normal/
3,"Vanuatu, Australia, Icon, Reeves International, the Construction Safety Induction Certificate at Australia Pacific Training Coalition, APTC, VIT, Cert III Carpentry Course, Department of Labour, Tiroas Barracks Redevelopment, the Vanuatu Police Force, VMF, Loughman, the Australian Government, the Vanuatu Government, Icon-Reeves, Chapel, Armoury, Luganville, the Medical Facility",https://vbr.vu/news/over-200-locals-engaged-in-vt4-billion-vmf-project/
4,"Vodafone, Interchange Ltd, the University of the South Pacific, USP, National University of Vanuatu (NUV, the School of Education, the Ministry of Education and Training, MOET, the Vodafone Ltd, Iati Bergmans",https://vbr.vu/news/vodafone-to-provide-internet-to-usp-nuv-soe/
5,"the Council of the European Union, EU, Vanuatu, Pacific, Schengen, European Commission, the Citizenship Commission, Brussels, the Contracting Party, the European Commission, the Council of the EU",https://vbr.vu/news/eu-to-assist-vanuatu-out-of-suspension/
6,"Vanuatu Chamber of Commerce, VCCI, Government, Boudier, VNPF",https://vbr.vu/news/call-for-nationwide-consultation-on-proposed-severance-pay-increase-for-private-sector/
7,"Port Vila Day, the Port Vila City Council, PVCC, Kawenu Beach, Yacht Club, Cellovila, The City Council, The Port Vila Day Program, Cello Vila, Paramount, Internal Affairs, PVMC",https://vbr.vu/news/push-for-a-total-marine-ban-in-port-vila-harbour/
8,"VT129/L, Russia, Ukraine, The Department of Energy, Vanuatu, the Means of Plats Singapore",https://vbr.vu/news/diesel-price-increases-in-2-months/
9,"Titan FX, Lenakel, Tanna Island, ICT, SHEFA province, MALAMPA, PENAMA, TAFEA, Vanuatu, Port Vila, a Certificate of Completion, U.S. Peace Corps, ICT Association Professionals, VIGNET",https://vbr.vu/news/titan-fx-a-gold-sponsor-for-2022-smart-sistas-girls-ict-camp/
10,"Vanuatu Daily Post, The Vanuatu Daily Post, The Daily Post, Email News Letters, the Digital Network, Daily Post Digital Network, VBR, Vanuatu Business Review, Buzz, 24hr streaming, BuynSell Vanuatu, Wotz on Vanuatu, A Premium Paid Digital Subscription, audience”, the Digital World, Premium Paid Digital Service, Nexgen South Pacific, the Digital Transformation, Vanuatu Daily PostVanuatu Daily Post",https://vbr.vu/news/new-daily-post-digital-network-premium-subscription/
11,"The Price Control Bureau, PCB, the Price Monitoring and Consumer Affairs, Price Controller, the Ministry of Finance and Economic Management, the Price Controller, Vanuatu, Siri, the Prices Advisory Committee, CommissionLaw Reform Commission, the Law Reform Commission, the Price Control Bureau",https://vbr.vu/news/48-year-old-price-control-act-to-be-repealed/
12,"The Australian Pacific Training Coalition, APTC, Vanuatu, The Ministry of Education and Training, VEMIS, the Ministry of Justice, Community Services, Ginette Morris, the Department of Women’s Affairs, VPride, the Vanuatu Society of People with Disability",https://vbr.vu/news/aptc-hosts-successful-gedsi-forum/
13,"Vanuatu, Resort, Nasama, Chef, Nasama Resort, the Nasama Restaurant, restaff, Warwick Le Lagon, the Department of Labour, Ramada, GM, Chantilly",https://vbr.vu/news/hospitality-industry-lacking-skilled-workers/
14,"The China Civil Engineering Construction Corporation, the MALAMPA Provincial Government Council, the Ministry of Agriculture, Livestock, Forestry, Fisheries, the National Agriculture and Trade Show, CCECC",https://vbr.vu/news/ccecc-clears-site-for-national-agriculture-and-trade-show/
15,"Van Graduate Recruitment Agency, Masters, NUV, AUF, USP, Administration and Social economics, COVID",https://vbr.vu/news/an-agency-for-unemployed-graduates/
16,"The Vanuatu Chamber of Commerce and Industry (, VCCI, Parliament, DPM, Internal Affairs, Boudier, the Vanuatu National Provident Fund, VNPF, the Tripartite Labour Advisory Committee, TLAC, the Vanuatu National Workers Union, VNWU",https://vbr.vu/news/govt-eyes-minimum-wage-increase/
17,"the PACER, Vanuatu, Pacific, Australia, Cook Islands, Kiribati, NewZealand, Niue, Samoa, Solomon Islands, Tonga, Tuvalu, Parliament, the Forum Leaders Meeting, PACER Plus, The PACER Plus Agreement, Foreign Affairs, External Trade, the Labour Mobility Program, Leader of Opposition, New Zealand, Agri",https://vbr.vu/news/vanuatu-becomes-10th-country-to-ratify-pacer-plus-agreement/
18,"Digicel Vanuatu, VT200,000, Port Vila, the Vanuatu, Digicel Vanuatu’s, the Ministry of Education, Free Access, Student Home Packages, Data",https://vbr.vu/news/digicel-donates-vt200000-to-help-feed-single-mothers-and-widowers/
19,"The National University of Vanuatu (NUV, the Vanuatu Intellectual Property Office, MoU, Innovation, Pacific Research and Development, PhD, the World Intellectual Property Organization, WIPO, Vanuatu People’s Plan, the Vanuatu Education and Training Sector Strategic Plan, the NUV School of Arts",https://vbr.vu/news/nuv-and-vanipo-develop-academic-and-educational-cooperation/
20,"The Pacific Tourism Organisation, Pacific Agreement on Closer Economic Relations, PACER, PPIU, the Sustainable Development Goals, Pacific Island, SPTO, PACER Plus Implementation Unit, the Development and Economic Cooperation Work Programme, Pacific PACER Plus, the PACER Plus Implementation Unit",https://vbr.vu/news/pacer-plus-implementation-unit-partners-with-pacific-tourism-organisation/
21,"The Vanuatu Government, the Council of Ministers, Ukraine, Russia, Europe",https://vbr.vu/news/govt-eyes-fuel-depot-investment/
22,,https://vbr.vu/news/manples-market-seeks-financial-aid-for-office/
23,"The Pacific Parliamentarians Alliance, Deep Sea Mining, PPADSM, Palau, the Fiji Government, the Pacific Ocean, Deep Seabed Mining, New Zealand’s, the International Seabed Authority, ISA, Aotearoa New Zealand, Parliament of Aotearoa, Teanau Tuiono, the NZ Government, the South Taranaki, Pacific Islands, Conference, PPADSM Chair, the Tuvalu Government, the Seabed Minerals Act, Circular Metals Ltd, the Pacific Parliamentarians Alliance",https://vbr.vu/news/pacific-parliamentarians-alliance-on-deep-sea-mining-calls-for-more-commitments/
24,"The Santo Tourism Association, Brisbane, Australia, Air Vanuatu, the Vanuatu Government, Port Vila, Air Vanuatu’s, Funafuti, Tuvalu, STA, the Chinese Civil Engineering Construction Corporation, Bauerfield, Asia",https://vbr.vu/news/santo-tourism-association-looks-forward-to-resumption-of-international-flights/
25,"Pacific Community, SPC, Internews, Corporate Communications, the Pacific Islands, Internews Programme, Asia",https://vbr.vu/news/internews-and-pacific-community-partner-to-strengthen-and-support-regional-media/
26,"51st Pacific Islands Forum, Australia, Pacific Labour Scheme, the Seasonal Worker Programme, in?These, SWP, claim.)Vanuatu, Tonga, Samoa, Timor-Leste, Solomon Islands, Fiji, Solomons, Pacific labour mobility, The Pacific Integration Visa, Labor, Department of Home Affairs ‘Overseas Arrivals and Departures’, Pacific Labour Facility, the Pacific Research Program, the Department of Foreign Affairs and Trade, Devpolicy Blog, the Development Policy Centre, The Australian National University",https://vbr.vu/news/pacific-labour-mobility-growth-winners-and-losers/
27,"Doddy Morris, the Telecommunications Radiocommunications and Broadcasting Regulator, TRBR, Starlink, the State Of Emergency, Tropical Cyclones, TCs, the Office of the TRBR, the National Disaster Management Office, NDMO, Provincial Emergency Operation Centres, The Daily Post, the Office of the Government Chief Information Officer (OGCIO, the Department of Customs and Inland Revenue, DCIR, the Vanuatu Foreign Investment Promotion Authority, the Vanuatu Financial Services Commission, VFSC, Australia",https://vbr.vu/news/all-starlink-equipment-to-be-returned-if-trbr-denies-licence-after-soe/
28,"Vanuatu, the National Bank, Vatu 48M, COVID, VT 48m2020, NBV, BRED Bank, Facebook, ANZ, VT 498m, Wanfuteng Bank",https://vbr.vu/news/vanuatu-banking-sector-recovers/
29,"Doddy Morris, The Vanuatu Intellectual Property Office, Starlink, Government Agencies, Vanuatu Financial Services Commission, VFSC, Vanuatu Foreign Investment Promotion Authority, the Department of Customs and Inland Revenue, DCIR, the Telecommunications Radio Communications, Broadcasting Regulator, TRBR, Ni-Vanuatu, Radio New Zealand, Australia, the World Food Programme, WFP, Pacific, the National Disaster Management Organisation, NDMO, the Pacific ETC Officer, Ambae, PPEOC, the NDMO.The TBRB, VFIPA, VIFPA",https://vbr.vu/news/starlink-registers-trademark-in-vanuatu/
30,"Vanuatu, Power and Communications Solution (PCS, the University of the South Pacific’s, USP, World Bank, The World Bank, PSC, the World Bank, the World Bank’s Procurement Guidelines, the World Bank Group Integrity Compliance Guidelines, Asian Development Bank, the European Bank for Reconstruction and Development, the Inter-American Development Bank, the African Development Bank, the Vanuatu Daily Post",https://vbr.vu/news/vanuatu-based-pcs-company-debarred-from-world-bank-for-fraudulent-practices/
31,"VRent A Car, Dubai, United Arab Emirates, Port Vila, the Vanuatu Daily Post, Timakata & Associates, Melcofe, Ni-Vanuatu, The Daily Post, The Vanuatu Police Force",https://vbr.vu/news/police-probe-alleged-fraud/
32,"Vanuatu, Financial Intelligence Unit (, FIU, Vanuatu’s Citizenship Office, The South Africa Times, the Development Support Program, DSP, the Citizenship Office, the Citizenship Screening Committee, the Department of Immigration, Guptas, The Vanuatu Daily Post, Dubai, United Arab Emirates, the Citizenship Program, Parliament, the Vanuatu Daily Post, Bloomberg, BBC, The New York Times, Financial Times, APA, South Africa’s, Ministry of Justice, UAE, DG, Cameroon, Central African Republic, Pretoria, International Criminal Police Organization, INTERPOL, Red Notice, Red Notices, Algoa FM",https://vbr.vu/news/south-africas-wanted-fugitives-now-vanuatu-citizens/
33,"a Breach of Enforcement Notice, PVCC, Town Clerk, the City Council’s Enforcement Notice, the Council, the Town Planning Committee, the Vanuatu Daily Post, the Municipal Town Planning, a Kava Bar, Café, VT40,000",https://vbr.vu/news/local-entrepreneur-fined-vt1-million-over-development-operations/
34,"Solomon Airlines, De Havilland Twin Otter, Vanuatu, Tropical Cyclones, TCs, Air Vanuatu’s, Pacific, Port Vila, Honiara, Santa Cruz, Santo, Pacific Islands, National Disaster Management Office",https://vbr.vu/news/solomon-airlines-lends-a-helping-wing-to-air-vanuatu/
35,"Air Vanuatu’s, Board of Directors, Boeing, Australia, New Zealand, Virgin, Port Vila, the Daily Post",https://vbr.vu/news/air-vanuatu-faces-over-vt100m-loss-due-to-boeing-737-engineering-problem-and-flight-cancellations/
36,"The Pacific Peering Company, Interchange Ltd, ICL, Vanuatu, New Caledonia, Port Vila, Indefeasible Right of Use, Sciences Monitoring And Reliable Telecommunications, the French Republic, ICL Ltd Board",https://vbr.vu/news/pacific-peering-partners-with-icl-for-tam-tam-cables-smart-component/
37,"The Vanuatu Maritime and Safety Authority, VMSA, Ocean Logistics Limited, Landing Craft (LC) Herpoly, Tiwi Trader, Vanuatu Cargo, Vanuatu Ferry, Tug Warringa",https://vbr.vu/news/15-vessels-detained/
38,"the Department of Environment, the Department of Urban Affairs and Planning, SHEFA Provincial Government Council, Stop Work, the Foreshore Unit, the Department of Urban Affairs & Planning, the Foreshore Protection, the Authority of the Foreshore Development Act [CAP, Tanoliu, Kelly’s Concrete Wall, Foreshore Protection Act",https://vbr.vu/news/second-stop-work-notice-issued-on-illegal-jetty-development-at-havannah/
39,"The Vanuatu Tourism Office, VTO, Committee, the Government of Vanuatu, Air Vanuatu, Tourism Marketing Development Fund, Digicel Vanuatu, the New Zealand Ministry of Foreign Affairs & Trade, the Ministry of Trade, Cooperative, the Vanuatu Made Brand, Port Vila, Santo, the Tourism Marketing Development Fund",https://vbr.vu/news/vanuatu-tok-tok-2023-rebuilding-tourism-connecting-businesses-and-inspiring-international-visitors/
40,"Glenda WillieParliamentary Standing Committees, the Ad Hoc Committee, The Public Accounts Committee, PAC, Standing Order, The Committee on Institutional and Constitutional Affairs, national council of chiefs, the Committee on Economic and Foreign Policies, the Committee on Social Issues, Annual Reports of the Ministry of Internal Affairs",https://vbr.vu/news/mps-take-charge-of-committees-probing-government-spending-foreign-policy-and-more/
41,"43rd Anniversary, Melanesian Spearhead Group, the Vanuatu Handikraf Senta, the Local Handicraft Connections Community",https://vbr.vu/news/buy-made-in-vanuatu-souvenirs-at-handikraf-senta-and-mahitahi-haos/
42,"Transparency International Vanuatu’s, Civic Education, Generation Look Down",https://vbr.vu/news/tiv-urges-family-meal-time-to-strengthen-parent-child-bond-amid-phone-addictions/
43,"Crops Farmers Association, Non-Governmental Organisations, Oxfam Vanuatu",https://vbr.vu/news/oxfams-vt1-5m-funding-to-boost-teouma-bush-root-crops-farmers-production/
44,"The Vanuatu National Provident Fund’s, VNPF, the 7th Melanesian Arts and Cultural Festival, MACFEST, AGM, the VNPF Board",https://vbr.vu/news/vt1m-sponsorship-to-macfest-part-of-vnpfs-social-responsibility-edwin/
45,"the Vanuatu Maritime and Safety Authority, VMSA, The Vanuatu Ferry II, Malekula",https://vbr.vu/news/vanuatu-ferry-ii-to-resume-services-tomorrow/
46,"Glenda WillieThe Vanuatu Maritime and Safety Authority, VMSA, the Vanuatu Meteorological, Geo-Hazards Department, Radio Vanuatu, VMGD, VMSA.Commissioner Napuati, Vanuatu Ferry Ltd",https://vbr.vu/news/vanuatu-ferry-ii-detained/
