,title,date,url,news
0,Bougainville seeks limit on independence debate,6:00 am today,https://www.rnz.co.nz/international/programmes/datelinepacific/audio/2018908441/bougainville-seeks-limit-on-independence-debate,False
1,Melanesian Update for 22 September 2023,22 Sep 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018908156/melanesian-update-for-22-september-2023,False
2,"Papua New Guinea needs more education to tackle HIV, tuberculosis – NGO",21 Sep 2023,https://www.rnz.co.nz/international/pacific-news/498466/papua-new-guinea-needs-more-education-to-tackle-hiv-tuberculosis-ngo,True
3,Aussie pilot convicted for transporting cocaine in PNG plans appeal,20 Sep 2023,https://www.rnz.co.nz/international/pacific-news/498369/aussie-pilot-convicted-for-transporting-cocaine-in-png-plans-appeal,True
4,Papua New Guineans called on to do more for their country,19 Sep 2023,https://www.rnz.co.nz/international/pacific-news/498313/papua-new-guineans-called-on-to-do-more-for-their-country,True
5,Melanesian Update for 18 September 2023,18 Sep 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018907425/melanesian-update-for-18-september-2023,False
6,Campaigners call on PNG govt to act on destructive logging,15 Sep 2023,https://www.rnz.co.nz/international/pacific-news/498079/campaigners-call-on-png-govt-to-act-on-destructive-logging,True
7,Large scale logging continues in PNG despite Govt opposition,15 Sep 2023,https://www.rnz.co.nz/international/programmes/datelinepacific/audio/2018906948/large-scale-logging-continues-in-png-despite-govt-opposition,False
8,Melanesian Update for 14 September 2023,14 Sep 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018906943/melanesian-update-for-14-september-2023,False
9,Businesses near closed PNG mine desperate for help to stay alive,14 Sep 2023,https://www.rnz.co.nz/international/pacific-news/497971/businesses-near-closed-png-mine-desperate-for-help-to-stay-alive,True
10,Melanesian Update for 11 September 2023,11 Sep 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018906462/melanesian-update-for-11-september-2023,False
11,Melanesian Update for 11 September 2023,11 Sep 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018906467/melanesian-update-for-11-september-2023,False
12,PNG leader Marape says Papua human rights comments were not his,11 Sep 2023,https://www.rnz.co.nz/international/pacific-news/497747/png-leader-marape-says-papua-human-rights-comments-were-not-his,True
13,Melanesian Update for 8 September 2023,8 Sep 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018906149/melanesian-update-for-8-september-2023,False
14,Marape: PNG no right to comment on abuses in West Papua,8 Sep 2023,https://www.rnz.co.nz/international/pacific-news/497572/marape-png-no-right-to-comment-on-abuses-in-west-papua,True
15,Palestine furious at PNG Prime Minister opening embassy in Jerusalem,8 Sep 2023,https://www.rnz.co.nz/international/pacific-news/497525/palestine-furious-at-png-prime-minister-opening-embassy-in-jerusalem,True
16,Doctors caught by PNG election law amendment now able to work again,7 Sep 2023,https://www.rnz.co.nz/international/pacific-news/497488/doctors-caught-by-png-election-law-amendment-now-able-to-work-again,True
17,PNG expects to gain 'billions' in royalties from Wafi-Golpu gold mining project,7 Sep 2023,https://www.rnz.co.nz/international/pacific-news/497435/png-expects-to-gain-billions-in-royalties-from-wafi-golpu-gold-mining-project,True
18,Melanesian Update for 6 September 2023,6 Sep 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018905815/melanesian-update-for-6-september-2023,False
19,Melanesian Update for 6 September 2023,6 Sep 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018905818/melanesian-update-for-6-september-2023,False
20,PM James Marape says Israel to fund PNG embassy in the contested city of Jerusalem,6 Sep 2023,https://www.rnz.co.nz/international/pacific-news/497385/pm-james-marape-says-israel-to-fund-png-embassy-in-the-contested-city-of-jerusalem,True
21,PNG leader promising elite police to control lawlessness,2 Sep 2023,https://www.rnz.co.nz/international/programmes/datelinepacific/audio/2018905195/png-leader-promising-elite-police-to-control-lawlessness,False
22,"PNG setting up 'lethal' unit to counter tribal fighting, PM James Marape says",1 Sep 2023,https://www.rnz.co.nz/international/pacific-news/497068/png-setting-up-lethal-unit-to-counter-tribal-fighting-pm-james-marape-says,True
23,Melanesian Update for 31 August 2023,31 Aug 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018905021/melanesian-update-for-31-august-2023,False
24,PNG opposition seeks Supreme Court review of US defence pact,30 Aug 2023,https://www.rnz.co.nz/international/pacific-news/496868/png-opposition-seeks-supreme-court-review-of-us-defence-pact,True
25,PNG Prime Minister to open embassy in Jerusalem,29 Aug 2023,https://www.rnz.co.nz/international/pacific-news/496794/png-prime-minister-to-open-embassy-in-jerusalem,True
26,Melanesian Update for 28 August 2023,28 Aug 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018904512/melanesian-update-for-28-august-2023,False
27,Melanesian Update for 25 August 2023,25 Aug 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018904215/melanesian-update-for-25-august-2023,False
28,Melanesian Update for 23 August 2023,23 Aug 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018903867/melanesian-update-for-23-august-2023,False
29,Indonesia plans to provide power to parts of PNG,22 Aug 2023,https://www.rnz.co.nz/international/programmes/datelinepacific/audio/2018903557/indonesia-plans-to-provide-power-to-parts-of-png,False
30,Melanesian Update for 21 August 2023,21 Aug 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018903550/melanesian-update-for-21-august-2023,False
31,"PNG-Indonesia cooperation will 'uplift communities', PM James Marape says",17 Aug 2023,https://www.rnz.co.nz/international/pacific-news/496015/png-indonesia-cooperation-will-uplift-communities-pm-james-marape-says,True
32,Melanesian Update for 15 August 2023,15 Aug 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018902773/melanesian-update-for-15-august-2023,False
33,NZDF delivers supplies for volcano-affected Bougainville communities,13 Aug 2023,https://www.rnz.co.nz/international/pacific-news/495694/nzdf-delivers-supplies-for-volcano-affected-bougainville-communities,True
34,Soft parliamentary diplomacy for more women MPs in the Pacific,13 Aug 2023,https://www.rnz.co.nz/national/programmes/the-house/audio/2018901895/soft-parliamentary-diplomacy-for-more-women-mps-in-the-pacific,False
35,Melanesian Update for 11 August 2023,11 Aug 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018902313/melanesian-update-for-11-august-2023,False
36,Melanesian Update for 10 August 2023,10 Aug 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018902136/melanesian-update-for-10-august-2023,False
37,Melanesian Update for 9 August 2023,9 Aug 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018901940/melanesian-update-for-9-august-2023,False
38,PNG leader wants action on reducing betel nut and sugar consumption,9 Aug 2023,https://www.rnz.co.nz/international/pacific-news/495433/png-leader-wants-action-on-reducing-betel-nut-and-sugar-consumption,True
39,Melanesian Update for 8 August 2023,8 Aug 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018901772/melanesian-update-for-8-august-2023,False
40,No let up in PNG's fuel shortage woes,5 Aug 2023,https://www.rnz.co.nz/international/programmes/datelinepacific/audio/2018901328/no-let-up-in-png-s-fuel-shortage-woes,False
41,Melanesian Update for 4 August 2023,4 Aug 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018901342/melanesian-update-for-4-august-2023,False
42,Fuel shortages disrupting multiple sectors in Papua New Guinea,4 Aug 2023,https://www.rnz.co.nz/international/pacific-news/495163/fuel-shortages-disrupting-multiple-sectors-in-papua-new-guinea,True
43,Emergency efforts in progress for those affected by Mt Bagana,4 Aug 2023,https://www.rnz.co.nz/international/programmes/datelinepacific/audio/2018901159/emergency-efforts-in-progress-for-those-affected-by-mt-bagana,False
44,Melanesian Update for 3 August 2023,3 Aug 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018901165/melanesian-update-for-3-august-2023,False
45,Currency issues preventing drugs for serious disease being dispensed,3 Aug 2023,https://www.rnz.co.nz/international/pacific-news/495061/currency-issues-preventing-drugs-for-serious-disease-being-dispensed,True
46,PNG surge in TB cases while importing drugs is tougher,3 Aug 2023,https://www.rnz.co.nz/international/programmes/datelinepacific/audio/2018901004/png-surge-in-tb-cases-while-importing-drugs-is-tougher,False
47,Alleged kidnapper of 17 girls in PNG arrested,2 Aug 2023,https://www.rnz.co.nz/international/pacific-news/494993/alleged-kidnapper-of-17-girls-in-png-arrested,True
48,Melanesian Update for 1 August 2023,1 Aug 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018900827/melanesian-update-for-1-august-2023,False
49,Melanesian Update for 28 July 2023,28 Jul 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018900405/melanesian-update-for-28-july-2023,False
50,France's Macron making historic visit to Port Moresby,28 Jul 2023,https://www.rnz.co.nz/international/programmes/datelinepacific/audio/2018900231/france-s-macron-making-historic-visit-to-port-moresby,False
51,Melanesian Update for 27 July 2023,27 Jul 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018900348/melanesian-update-for-27-july-2023,False
52,Former refugee calls for Commission into handling of refugees,27 Jul 2023,https://www.rnz.co.nz/international/programmes/datelinepacific/audio/2018900064/former-refugee-calls-for-commission-into-handling-of-refugees,False
53,Melanesian Update for 26 July 2023,26 Jul 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018900060/melanesian-update-for-26-july-2023,False
54,"Fix 'disagreement' with Puma Energy, PNG police chief instructs central bank",26 Jul 2023,https://www.rnz.co.nz/international/pacific-news/494534/fix-disagreement-with-puma-energy-png-police-chief-instructs-central-bank,True
55,James Marape appeals to Porgera goldmine communities to 'stop the killings',24 Jul 2023,https://www.rnz.co.nz/international/pacific-news/494350/james-marape-appeals-to-porgera-goldmine-communities-to-stop-the-killings,True
56,Melanesian Update for 20 July 2023,20 Jul 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018899294/melanesian-update-for-20-july-2023,False
57,PNG academic pleads for Porgera money not to be wasted,20 Jul 2023,https://www.rnz.co.nz/international/pacific-news/494074/png-academic-pleads-for-porgera-money-not-to-be-wasted,True
58,Melanesian Update for 19 July 2023,19 Jul 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018899091/melanesian-update-for-19-july-2023,False
59,Melanesian Update for 18 July 2023,18 Jul 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018898908/melanesian-update-for-18-july-2023,False
60,Melanesian Update for 17 July 2023,17 Jul 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018898733/melanesian-update-for-17-july-2023,False
61,Melanesian Update for 13 July 2023,13 Jul 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018898356/melanesian-update-for-13-july-2023,False
62,Melanesian Update for 12 July 2023,12 Jul 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018898142/melanesian-update-for-12-july-2023,False
63,PNG set to host inaugural forum to boost investment from Asia,12 Jul 2023,https://www.rnz.co.nz/international/pacific-news/493590/png-set-to-host-inaugural-forum-to-boost-investment-from-asia,True
64,PNG govt wants mandatory IDs 'to prevent lawlessness' in cities,11 Jul 2023,https://www.rnz.co.nz/international/pacific-news/493541/png-govt-wants-mandatory-ids-to-prevent-lawlessness-in-cities,True
65,Jakarta to sponsor 2000 PNG students to attend university in Indonesia,6 Jul 2023,https://www.rnz.co.nz/international/pacific-news/493271/jakarta-to-sponsor-2000-png-students-to-attend-university-in-indonesia,True
66,Jakarta to sponsor 2000 PNG students to attend university in Indonesia,6 Jul 2023,https://www.rnz.co.nz/international/pacific-news/493270/jakarta-to-sponsor-2000-png-students-to-attend-university-in-indonesia,True
67,Pacific news in brief for July 5,5 Jul 2023,https://www.rnz.co.nz/international/pacific-news/493222/pacific-news-in-brief-for-july-5,True
68,Tough new PNG police powers won't work - Transparency PNG,5 Jul 2023,https://www.rnz.co.nz/international/pacific-news/493214/tough-new-png-police-powers-won-t-work-transparency-png,True
69,Fund to help sorcery victims in PNG 'urgently needed',5 Jul 2023,https://www.rnz.co.nz/international/programmes/datelinepacific/audio/2018897090/fund-to-help-sorcery-victims-in-png-urgently-needed,False
70,Melanesian Update for 4 July 2023,4 Jul 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018897086/melanesian-update-for-4-july-2023,False
71,Melanesian Update for 4 July 2023,4 Jul 2023,https://www.rnz.co.nz/international/programmes/pacificlangaugesnews/audio/2018897089/melanesian-update-for-4-july-2023,False
