,url,news,date
0,https://www.rnz.co.nz/international/pacific-news/498681/solomon-islands-pm-sogavare-takes-aim-at-fukushima-release,"
Solomon Islands Prime Minister Manasseh Sogavare 
Photo: RNZ Pacific/ Lice Movono
Solomon Islands Prime Minister Manasseh Sogavare has taken aim at the International Atomic Energy Agency's (IAEA) report on the Fukushima discharge.The IAEA reviewed Japan's plan to release the treated nuclear wastewater into the ocean and found the plan, which is underway, met international safety standards.Japan maintains it is safe and said it would not allow the discharge of water into the ocean which would endanger human health and the environment.But at the UN General Assembly in New York, Sogavare said his country stands with like-minded Pacific Islanders and it is appalled at Japan's decision to go ahead with the release.""The effect of this act is transboundary and intergenerational and is an attack on global trust and solidarity,"" he said.He said the increased warming and acidification of the ocean over 30-years-plus poses worrying risk for his people's wellbeing and future.""The message is clear: our lives, our people, do not matter.""Sogavare attacked the IAEA report, saying it was ""inconclusive"", and ""the scientific data shared remains inadequate, incomplete and biased"".""These concerns were ignored. If this nuclear waste is safe, it should be stored in Japan.""The fact that it is dumped into the sea shows that it is not safe.""Japan's state broadcaster reported earlier that day, IAEA's director-general Rafael Grossi expressed his agency's commitment to ensuring the safe release of treated and diluted water from the Fukushima plant.Japan was given a right of reply in the UN chamber, and a representative of Japan - who was not named - said some of Sogavare's statement was not factually correct.""The government of Japan has never allowed and will never allow the discharge of the water into the ocean which would endanger human health and the environment,"" the representative said.She said the Pacific Islands Forum Foreign ministers' statement this month recognised the IAEA as the authority on nuclear safety.She said it has been taking measures strictly abiding by relevant international law and being transparent.""The government of Japan has always provided detailed explanation on this matter to the international community, including PIF members, based on scientific evidence in a transparent manner.""",26 Sep 2023
1,https://www.rnz.co.nz/international/pacific-news/498722/solomon-islands-pm-snubs-meeting-with-us-president-praises-china-s-global-security-initiative-in-un-speech,"
Manasseh Sogavare, Prime Minister of Solomon Islands, addresses the general debate of the General Assembly’s seventy-seventh session. 
Photo: UN/Cia Pak
By Nick Sas and Chrisnrita Aumanu-Leong, ABC PacificSolomon Islands Prime Minister Manasseh Sogavare has declined a White House invitation to meet with US President Joe Biden at the Pacific leaders' summit this week.In a move that will further stoke Australian and US concerns over Mr Sogavare's perceived lean towards China, Sogavare will return to Solomon Islands capital Honiara this week after delivering his speech to the United Nations General Assembly last Friday.United States authorities are reportedly disappointed by Sogavare's decision to decline the invitation.He is the only Pacific leader to decline, apart from Vanuatu's new Prime Minster Sato Kilman, who has remained in Port Vila to navigate a brewing political crisis after taking power two weeks ago.A Solomon Islands government official told the ABC Sogavare would not attend because of ""domestic issues"", saying Sogavare needed to be back in the Honiara parliament for a raft of bills, and the invitation from the White House came after parliament business had been set.Solomon Islands Foreign Minister Jeremiah Manele will attend in Sogavare's place.The White House summit, in its second year, was initiated by the Biden administration to reboot relations in the Pacific region as China continues its own aggressive push.Pacific leaders will meet with Biden and attend a range of events across a three-day period in Washington starting on Monday.The White House said the summit was designed to ""reaffirm the US commitment to our shared regional priorities and deepening our cooperation around them"".The US - by its own admission - has been largely absent in the Pacific region over the past three decades, but has been loudly proclaiming it is ""back"" to help with development issues and the lingering threat of climate change.It reopened its embassy in Solomon Islands last year, and US ambassador to Australia Caroline Kennedy told the ABC that Washington had ""hundreds of millions"" ready to spend in the country but was ""waiting for permission"" from the Solomon Islands government.Western powers have been increasingly concerned over Solomon Islands' moves towards China since it signed a secretive security pact last year.China has been pouring money into the country and has funded a new national stadium and infrastructure developments for the upcoming Pacific Games, which will be held in November.Sogavare has defended his country's position, saying it is ""friends to all, enemies to none"", and has rejected claims the security pact will lead to China building a military base in the country.In his speech at the United Nations on Friday, Sogavare called for global peace and spoke about the ""toxic mix of geopolitical power posturing"" in the region.The speech called for greater action on climate change, but it focused on more equity in trade and fairer partnerships for developing nations.And in comments that will no doubt raise anxieties in Canberra, Sogavare singled out China in his speech, praising the country for its work as a development partner and highlighting the ""comprehensive strategic framework"" he developed with China's President Xi Jinping during his visit in July.
Solomon Isands PM Sogavare held high-level bilateral meeting with Chinese President Xi Jinping. 
Photo: Facebook.com/SIBC
""We applaud the People's Republic of China for the initiative in accelerating the implementation of the 2030 agenda through their Belt and Road initiative, global development initiative [sic], global security initiative and global civilisation initiative,"" he said.Australia is by far Solomon Islands' biggest aid donor and has been leading development projects in the country for decades, but China is the country's largest trade partner.In his strongest condemnation yet, Mr Sogavare also denounced Japan's release of wastewater from Fukushima's crippled nuclear plant.In comments echoing China's concerns - and going against the views of leaders from Fiji and Papua New Guinea - he said he was ""appalled"" by the move and warned of effects on the South Pacific's waters.- This story was originally published by ABC Pacific.",25 Sep 2023
2,https://www.rnz.co.nz/international/pacific-news/493470/solomons-leader-in-beijing,"Solomon Islands Prime Minister Manasseh Sogavare has arrived in China for his first visit since striking a security deal with Beijing.He has pledged to ""remain neutral"" amid rising China-U.S competition and to prioritise his nation's development needs.Western analysts have said that Sogavare would be feted after signing the security pact that alarmed Washington and some Pacific Island neighbors including Australia last year.Sogavare highlighted his focus on infrastructure in a speech to mark the 45th anniversary of independence from Britain on Friday, where he said bigger countries were jostling for influence.""We want to remain neutral, because it is not in the interest of our people and country to take sides and align ourselves with interests that are not our interests. Our national interest is development,"" he said.
Solomon Islands Prime Minister Manasseh Sogavare 
Photo: SIG News Service
The prime minister said the need for infrastructure on islands outside the capital, Honiara, is urgent.Already, Chinese telecoms giant Huawei is building a cellular network financed by a $US66 million Export-Import Bank of China loan, prompting concern by a parliamentary committee about the debt burden, while a Chinese state company is to redevelop Honiara's port.The Taipei Times reported that during the week-long trip funded by Beijing, Sogavare is to open the nation's embassy, meet Chinese companies, and visit Jiangsu and Guangdong provinces.",10 Jul 2023
3,https://www.rnz.co.nz/international/pacific-news/493595/solomon-islands-pm-s-i-am-back-home-comment-in-beijing-shameful-opposition-says,"
Solomon Isands PM Sogavare held high-level bilateral meeting with Chinese President Xi Jinping. 
Photo: Facebook.com/SIBC
Solomon Islands opposition leader Matthew Wale has accused the country's Prime Minister Manasseh Sogavare of mocking Solomon Islanders.On Monday, Solomon Islands signed nine deals with China, including an agreement on police cooperation to upgrade the relation between the two nations.Sogavare arrived in Beijing on Sunday and reportedly told Chinese officials, ""I am back home.""Wale said it was shocking to hear such a statement on foreign soil in light of Sogavare's pledge during last week's national day celebrations to pursue an independent foreign policy that does not take sides in the geopolitical struggle between China and the United States.He said it was offensive for other nations that Solomon Islands had links with to hear such a statement.""It was indeed surprising to hear this from the Prime Minister,"" Wale said.""For a Prime Minister to imply that China is his home is undiplomatic and shameful,"" he said.The opposition leader also said the lack of transparency in nine new agreements the Sogavare signed with China was outrageous.Wale claimed that some government ministers were not aware of the deals and he questioned whether Cabinet had agreed to them.He said the prime minister's recent actions in China have pushed the Solomon's further into the spotlight in the geopolitical struggle between the superpowers.",12 Jul 2023
4,https://www.rnz.co.nz/international/pacific-news/496063/solomon-islands-govt-working-to-resolve-ongoing-medicine-supply-issue,"
Solomon Islands health ministry has acknowledged concerns about drugs shortage in the country. 
Photo: Copyright: hjbc
Solomon Islands Ministry of Health & Medical Services has acknowledged concerns raised by the opposition about the shortage of medicines and other health supplies in the country.The issue of access and supply of essential medicines has been an ongoing one in the Solomon Islands.The opposition leader, Matthew Wale, called the drug shortage life-threatening earlier this week.""My office has been reliably informed that there is a serious drug shortage situation around all hospitals and clinics around the country. We have been informed of the same situation in Honiara, Gizo, Auki and Buala,"" Wale said.""It is anybody's guess what the situation is like for the health centres in the other provinces. It is truly disturbing.""Essential drugs such as are Panadol, antibiotics, anti-fugal, anti- inflammatory, ibuprofen, ampicillin, diclofenac, including IV antibiotics and dressings are out of stock, according to Wale.In March, Wale had slammed the government for allowing the problem to persist and called on Prime Minister Manasseh Sogavare to address the situation.
Matthew Wale 
Photo: Douglas Maru/Solomon Islands opposition
However, the health ministry said it was close to resolving the matter.In a statement, it said it has been working closely with the Minister of Finance and Treasury and this has allowed medical supply containers to be cleared from the wharf in Honiara.""The Ministry acknowledges the concerns raised and understands the public outcry. However, the ministry also continues to do its best through providing the necessary health care and services to the general population while at the same time managing the processes required to maintain our stockpile of medicines and consumables,"" it said.The health officials say the medical stocks at the National Medical Store are now at 79 percent of optimum while consumables are at 95 percent.But they point out that getting the material to the provincial medical clinics is dependent on available shipping because of the high cost of air freight.The ministry is now urging shipping owners to be flexible and to prioritise the delivery of the medical cargo to the provinces.The ministry has also stressed that the daily deaths being recorded at the National Referral Hospital in Honiara are not due to the drug shortages but more from the progression of patients' illnesses.It also said it is aware of drugs disappearing along the supply chain and says this is serious matter.The ministry has urged people who may be aware of what is going on to report this information to the relevant authorities.",18 Aug 2023
5,https://www.rnz.co.nz/international/pacific-news/497284/solomon-islands-opposition-call-for-probe-into-replica-chinese-weapons-saga,"By Stephen Dziedzic, ABC
 
Photo: Supplied/ RSIPF/ via ABC
Solomon Islands opposition has called for an independent investigation into a contentious shipment of 'replica weapons' brought into the country by China after publicly released US diplomatic cables claimed the guns were likely real.A controversy erupted in Solomon Islands in March last year after local media reported that firearms had been smuggled into the capital Honiara.The Royal Solomon Islands Police Force (RSIPF) said at the time the weapons were ""not capable of firing any live munitions"" and that the Chinese embassy had shipped them into the country to help train local officers.But the Solomon Islands opposition and some civil society activists were deeply sceptical of that claim, and rumours around the shipment have continued to swirl over the last 18 months.On Friday last week Al Jazeera reported that US diplomats in Port Moresby cabled back to Washington at the time saying the weapons seemed to be genuine, citing a source who said the ""weapons appeared real in every way, including in weight and mechanics"".The RSIPF held a demonstration showing off the ""replica"" weapons more than a week after the story first broke, but the US diplomatic cable said the guns in the crate were ""not the same"" as the ones publicly displayed.The RSIPF has not yet responded to the claims in the diplomatic missive, but the head of the Solomon Islands Foreign Ministry, Collin Beck, took to social media over the weekend to call the story false.""Sad to see divisive geopolitical narrative to tarnish (Solomon Islands') image with article that holds no truth,"" he said on the website X, formerly Twitter.""Allegation of (Solomon Islands) receiving arms from China is not true and not helpful against today's fast-changing international system.""
Matthew Wale 
Photo: Douglas Maru/Solomon Islands opposition
But the opposition leader in Solomon Islands, Matthew Wale, has lashed the RSIPF and the government, accusing them of ""deception at the very high level"".""When the very institutions entrusted to protect us are implicated in such deceptive acts, it becomes clear that this government cannot be trusted, especially on matters as critical as national security,"" Wale said in a statement.Prominent opposition MP Peter Kenilorea Jr told the ABC the RSIPF needed to publicly respond to the allegation, and that the government should follow that up by establishing a commission of inquiry into the shipment.""To have this assessment made by a prominent development partner just begs that question again: Were we told the truth? And in the end the truth is what we want to know,"" he said.""There needs to be a broader inquiry into this rather than just the word of the Police Commissioner … to come up independently and verify for us whether yes or no.""Kenilorea Jr said the allegation of weapons smuggling brought back memories of the violence and upheaval which bedevilled Solomon Islands in the lead-up to the RAMSI intervention in 2003, when militants took control of police armouries and seized semi-automatic weapons.""For us, allegations of real weapons coming in, these are issues which touch the heart of the security of our nation,"" he said.
 
Photo: Supplied/ RSIPF/ via ABC
The controversy comes as Australia tries to cement its security ties with Solomon Islands, and ward off China's attempts to establish itself as a key security partner for the Pacific Island country in the wake of the contentious security pact it signed with Beijing last year.China has donated dozens of cars and motorcycles to the RSIPF, as well as two water cannon trucks, while last year Australia handed over more than 60 rifles, along with 13 new police vehicles.Australian police and military personnel led another security intervention into Solomon Islands in late 2021 after Honiara was hit with widespread looting and rioting and Prime Minister Manasseh Sogavare called for assistance.Australian police remain in the country under the Solomon Islands Assistance Force and over the weekend the Department of Foreign Affairs and Trade confirmed that more personnel would be sent over to help provide security for the Pacific Games in November.DFAT said that Australia had also agreed to extend the presence of the contingent until June next year, to help with elections due in 2024.Sogavare has repeatedly assured Australia that it remains the security ""partner of choice"" for his country but has also warned he will call on China for help if he needs to do so.A spokesperson for DFAT stressed it made the security commitment at the request of the Solomon Islands government, and said Australia was ""proud to be Solomon Islands' primary security partner"".This article was originally published by the ABC.",5 Sep 2023
6,https://www.rnz.co.nz/news/world/497300/were-we-told-the-truth-chinese-replica-guns-in-solomon-islands-likely-real-us-cable-says,"By Stephen Dziedzic, ABC foreign affairs reporter
The US cable said the replica guns pictured in police press releases were not the same as the ones pictured in crates. 
Photo: Supplied/ RSIPF/ via ABC
The Solomon Islands opposition is calling for an independent investigation into a contentious shipment of ""replica weapons"" brought into the Pacific Island country by China after publicly released US diplomatic cables claimed the guns were likely real.A controversy erupted in Solomon Islands in March last year after local media reported that firearms had been smuggled into the capital Honiara.The Royal Solomon Islands Police Force (RSIPF) said at the time that the weapons were ""not capable of firing any live munitions"" and that the Chinese embassy had shipped them into the country to help train local officers.But the Solomon Islands opposition and some civil society activists were deeply sceptical of that claim, and rumours around the shipment have continued to swirl during the last 18 months.On Friday last week Al Jazeera reported that US diplomats in Port Moresby cabled back to Washington at the time, and said the weapons seemed to be genuine, citing a source who said the ""weapons appeared real in every way, including in weight and mechanics"".The RSIPF held a demonstration showing off the ""replica"" weapons more than a week after the story first broke, but the US diplomatic cable said the guns in the crate were ""not the same"" as the ones publicly displayed.
The Solomon Islands opposition is calling for an investigation into the shipment. 
Photo: Supplied/ RSIPF/ via ABC
The RSIPF has not yet responded to the claims in the diplomatic missive, but the head of the Solomon Islands Foreign Ministry Collin Beck took to social media over the weekend to call the story false.""Sad to see divisive geopolitical narrative to tarnish (Solomon Islands') image with article that holds no truth,"" he said on the website X, formerly Twitter.""Allegation of (Solomon Islands) receiving arms from China is not true and not helpful against today's fast-changing international system.""Sad to see divisive geopolitical narrative to tarnish  image with an article that holds no truth. Allegation of  receiving arms from  is not true and not helpful against todays fast changing international system.  will remain vigilant and resilient https://t.co/R8nCIoqVUpBut the opposition leader in Solomon Islands, Matthew Wale, has lashed the RSIPF and the government, accusing them of ""deception at the very high level"".""When the very institutions entrusted to protect us are implicated in such deceptive acts, it becomes clear that this government cannot be trusted, especially on matters as critical as national security,"" Wale said in a statement.Prominent opposition MP Peter Kenilorea Jr told the ABC the RSIPF needed to publicly respond to the allegation, and that the government should follow that up by establishing a commission of inquiry into the shipment.""To have this assessment made by a prominent development partner just begs that question again: Were we told the truth? And in the end the truth is what we want to know,"" he said.""There needs to be a broader inquiry into this rather than just the word of the Police Commissioner … to come up independently and verify for us whether yes or no.""
Peter Kenilorea Jnr. (File photo). 
Photo: twitter / @kenilorea
Kenilorea Jr said the allegation of weapons smuggling brought back memories of the violence and upheaval which bedevilled Solomon Islands in the lead-up to the RAMSI intervention in 2003, when militants took control of police armouries and seized semi-automatic weapons.""For us, allegations of real weapons coming in, these are issues which touch the heart of the security of our nation,"" he said.The controversy comes as Australia tries to cement its security ties with Solomon Islands, and ward off China's attempts to establish itself as a key security partner for the Pacific Island country in the wake of the contentious security pact it signed with Beijing last year.China has donated dozens of cars and motorcycles to the RSIPF, as well as two water cannon trucks, while last year Australia handed over more than 60 rifles, along with 13 new police vehicles.Australian police and military personnel led another security intervention into Solomon Islands in late 2021 after Honiara was hit with widespread looting and rioting and Prime Minister Manasseh Sogavare called for assistance.Australian police remain in the country under the Solomon Islands Assistance Force and over the weekend the Australian Department of Foreign Affairs and Trade (DFAT) confirmed that more personnel would be sent over to help provide security for the Pacific Games in November.DFAT said that Australia had also agreed to extend the presence of the contingent until June next year, to help with elections due in 2024.Sogavare has repeatedly assured Australia that it remains the security ""partner of choice"" for his country but had also warned he would call on China for help if he needs to do so.A spokesperson for DFAT stressed it made the security commitment at the request of the Solomon Islands government, and said Australia was ""proud to be Solomon Islands' primary security partner"".- This story was first published by ABC",5 Sep 2023
7,https://www.rnz.co.nz/international/pacific-news/493931/nz-govt-says-it-honoured-commitments-to-solomon-islands-rejects-sogavare-s-claims,"
Solomon Islands Prime Minister Manasseh Sogavare 
Photo: Tavuli News
The New Zealand government has rejected claims by Solomon Islands Prime Minister Manasseh Sogavare that it has withheld financial support promised to the country.On Monday, soon after landing back in Honiara from his official visit to Beijing, Sogavare told local media the Australian and New Zealand governments had promised budget support but ""changed their position and delayed their assistance"".Sogavare, as first reported by ABC, said the decision of its ""traditional donors"" to pull funding support had pushed Solomon Islands to lean on China, who agreed to ""fill the gap"".""Some of our donor partners who have committed to providing budget support to us this year have since changed their position and delayed their assistance for us and we are struggling to finance the 2023 budget,"" he said.""This has left this country and people in a predicament. But I am delighted to announce, the People's Republic of China has really stepped up to provide this budget support needed for 2023.""Australia had promised $12 million while and New Zealand promised $15m in budget support, according to Sogavare.When asked later in the media conference to expand on this statement, he responded in Solomon Islands Pidgin saying that prior to his departure to Beijing cabinet had heard that budgetary funding expected this year from several donor partners including New Zealand, Australia, Japan and the World Bank had been delayed for various reasons.""So, we have analysed that in different ways. But that is how it is,"" he said.""It is their money; we respect them and their taxpayers if they want to help us or not help us that is how it is. But because of that it has put a little bit of pressure on the budget especially our priority to fund the Pacific Games.""The prime minister eventually conceded that some of this funding was expected to arrive in government coffers this month.But he insisted his country would need all the help it could get to deliver on its main priority for this year which is to deliver the Pacific Games in Honiara in November.""We need to have enough resources there in terms of our revenue. I am sure it will pick up already,"" he said.""Maybe the money that our friends have mentioned probably it has already come because they said it would be by mid-July or towards the end of July it should come. Once it comes that is great. We really need to have some resources there to successfully host the Pacific Games.""However, a Ministry of Foreign Affairs and Trade (MFAT) spokesperson told RNZ Pacific: ""We have not withheld or delayed any budget support to Solomon Islands.""""Aotearoa New Zealand remains committed to our development partnership, and over the past year has provided around $NZ10.1 million budget support to Solomon Islands including for education, economic reform and Pacific Games support,"" the spokesperson said.""Our development partnership with Solomon Islands is one of our most significant by breadth, depth and value - now at approximately $NZ150m for 2021-2024. This includes budget support as well as funding for specific activities.""The New Zealand High Commissioner in Honiara has been tasked to set the record straight with the Solomon Islands government, confirming New Zealand has honoured its budget support commitments.""
New Zealand Minister of Foreign Affairs Nanaia Mahuta and Solomon Islands Minister of Foreign Affairs Jeremiah Manele. 
Photo: Tang Chhin Sothy / AFP / Solomon Islands Government
The Australian government had earlier told ABC it had not backtracked on any formal commitments.""Australia has delivered on our budget support commitments to Solomon Islands this year,"" a Department of Foreign Affairs and Trade (DFAT) spokesperson told ABC.""This support has been provided across numerous sectors in Solomon Islands including health, education and elections,"" they said.""We continue to discuss development and budget support needs with the Solomon Islands government.""Sogavare has also questioned the ""unneighbourly"" and ""coercive diplomatic approach"" of targeting China-Solomon Islands relations and labelled it as ""foreign interference"" into the internal affairs of Solomon Islands.He has also hinted at Solomon Islands intentions of establishing its own military due to the limited capacity of the Solomon Islands Police Force.Sogavare said he had had this conversation with the Australian Deputy Prime Minister Richard Marles earlier this year.The New Zealand government did not respond to RNZ's question on whether it had had any conversations about such intentions at any time this year, and if it would support such plans of the Solomon Islands government.RNZ Pacific's attempts to get comments from Sogavare have been unsuccessful so far.",18 Jul 2023
8,https://www.rnz.co.nz/international/pacific-news/495484/solomons-mp-says-root-causes-of-ethnic-tensions-remain,"
Final RAMSI parade at Art Gallery in Honiara 
Photo: 
A Solomon Islands MP from Malaita, Claudius Tei'ifi, says successive governments are yet to address the root causes of the ethnic tensions of 20 years ago.Speaking during the Truth and Reconciliation debate in parliament, the West Kwaio MP said the issue of the migration of people to Guadalcanal, especially from Malaita, must be addressed.Tei'ifi said there has never been any tangible plan or development for the people of Malaita to remain in their villages and earn money, and development remains centralised in the capital Honiara.""Squats occupied by Malaitans around Honiara, into Guadalcanal Province have increased tremendously than ever before the tension. New settlements by Malaitans .... have increased,"" he said.He said the ""pull and push"" factors that encourage people to migrate are still to be addressed.Tei'ifi pointed out the uneven distribution of development by the government was one of the main causes of what was known as the ethnic crisis.The Opposition MP said 20 years after the tension there has still not been any major development in Malaita for the Malaita people.He said road infrastructure in Malaita is still in ruins, with broken wooden bridges, and some major ports still without proper wharves.""I believe if successive governments were serious, Malaita Province having one of largest road network in the country should have its main roads north to south, and central to east fully tar sealed, bridges and wharves constructed by now,"" he said.Domestic issues and disagreement over a 2019 switch of diplomatic ties to China from Taiwan have fuelled a dispute between the national government and Malaita.More than 200 people lost their lives during the conflict in Solomon Islands, most of them civilians.This period from 1998 to 2003 is locally referred to as the Ethnic Tensions or simply The Tensions.The Regional Assistance Mission to Solomon Islands (RAMSI) led by Australia and New Zealand, spent 14 years until 2017 helping to restore law and order and build up government institutions.
A village on the beach near Auki, the capital of Malaita. 
Photo: Supplied
",10 Aug 2023
9,https://www.rnz.co.nz/international/pacific-news/494177/cable-firm-ceo-hopeful-solomons-will-be-fully-online-in-a-few-days,"
The cable laying vessel Lodbrog in position near the fault site on Solomon Islands domestic submarine internet cable. Point Cruz, Honiara July 2023. 
Photo: Solomon Islands Submarine Cable Company (SISCC)
The head of the Solomon Islands Submarine Cable Company (SISCC) says repair work on the country's domestic cable should be completed next week.SISCC chief executive Keir Preedy said the cable was damaged on May 10 by a Taiwanese purse seine fishing boat which had dropped anchor in a clearly designated no-anchoring zone near the cable landing site close to the Port of Honiara.""She pulled up the cable and damaged it sufficiently that the domestic (fibre-optic internet) connection stopped working,"" Preedy said.""It was very close to the international cable. The two cables are only 50 metres apart under the water at that distance, which is why we protect them with a no-anchoring zone. And from what we can see there was no service interruption to the international cable.""Domestic internet services weren't so lucky however, and residents of Malaita, Western and Choiseul provinces experienced major internet outages.Keir Preedy said since the incident in May, service providers have had to find work arounds for their customers.""Auki [the capital of Malaita Province] is close enough that there is microwave backup...all of the players out West have had to go and get extra satellite bandwidth from their other providers,"" he said.Preedy said a cable repair ship arrived in the country on Wednesday and is assessing the damage before it starts the repair work.He said they are proceeding with caution because the proximity of the domestic cable to the international cable means there is a risk of damaging one cable while trying to repair the other.""We have an estimate that the repair should take around about five or six days from the boat arriving. So we expect to have it done by the 25th or 26th of July,"" he said.The Taiwanese purse seiner Fukon 808 has been impounded by Solomon Islands maritime authorities since May.Preedy said the cost of damages and loss of business will run into tens of millions of US dollars but he said he could not go into more detail as the discussions about compensation with the owners of the vessel are still ongoing.""So, we don't have a definite time but we could get an early (court) hearing if we needed to,"" Preedy said.""We keep up a degree of dialogue with the vessel owners as well through their lawyers and potentially, providing we get the right amount of recompense, we don't mind whether it's an out-of-court settlement or if we have to use a court to do it.""",21 Jul 2023
