,ner,url
0,"Pacific, China, Pacific Island, Beijing, Solomon Islands, Samoa, Tonga, Trade, Kiribati, Acting Police, Papua New Guinea, Vanuatu, Police Service Commission, Fiji, Federated States, Micronesia, Xinhua, cooperation"", ABC, Australia, Pacific island, the Australian National University, the Belt and Road Initiative, Smith, New Zealand, Honiara, People's Republic of China, the Ministry of Public Security, the Chinese Embassy",https://www.abc.net.au/news/2023-12-11/pacific-islands-police-ministers-security-talks-beijing/103213960
1,"Oceania, Paris, Enock, Vanuatu, Commonwealth Games, Birmingham, the Solomon Islands, Stawell, Thomas Foods International, US, the Birmingham Commonwealth Games, France, Victoria, the Pacific Australia Labour Mobility, Timor, the Northern Grampians Shire Council, ABC News",https://www.abc.net.au/news/2023-12-10/elie-enock-para-athlete-gold-medal-paralympics-qualification/103196636
2,"Australia, Papua New Guinea, Canberra, Party, Pacific, Port Moresby, Pacific Island, the Royal Papua New Guinea Constabulary, PNG, Foreign Affairs, Parliament, the United States of America, Beijing, China, ABC, Pacific island, the Department of Foreign Affairs and Trade, DFAT, Solomon Islands, New Caledonia, the South Pacific Defence Ministers' Meeting, Fiji, France, New Zealand, Tonga, Chile, Pacific Response Group, Massey University, ABC.""It, the Pacific Islands",https://www.abc.net.au/news/2023-12-07/australia-png-sweeping-security-agreement-threats-pacific-china/103200386
3,"the Queensland coast, Tropical Cyclone Jasper, the Solomon Islands, the Bureau of Meteorology, Meterology, Mackay, El Niño, BOM, Ms Boekel, Townsville, east coast",https://www.abc.net.au/news/2023-12-06/tropical-cyclone-jasper-queensland-weather-outlook-bom/103193740
4,"New Caledonia, Honiara, Pacific, Pacific Games Council, Solomon Islands, the National Referral Hospital, Solomon Islands Medical Association, ABC, the Health Ministry, US Navy, USNS Mercy, NBC Papua, New Guinea, the Ministry of Health, Fiji, Polynesia, the Olympic Committee of French, Polynesia Louis Provost",https://www.abc.net.au/news/2023-12-05/questions-remain-as-solomon-islands-concludes-pacific-games-/103185782
5,"The Bureau of Meteorology, Australia, the Solomon Islands, Coral Sea, Cairns, the Whitsunday Islands, Queensland, the Queensland coast, Sydney, BOM, the Coral Sea, El Niño, Jasper, The Fijian Meteorological Service, Madden, ABC News",https://www.abc.net.au/news/2023-12-04/weather-bureau-cyclone-in-coral-sea-australian-coast/103185176
6,"Harry Garside's, Australia, Tokyo, the Solomon Islands, Sydney, DV, Honiara, AAP",https://www.abc.net.au/news/2023-12-02/harry-garside-wins-through-to-compete-at-second-olympic-games/103180770
7,"Liranda Kidu's, Port Moresby, Papua New Guinea, the Solomon Islands, The PNG Women's Boxing Club, Media Niu Guinea Limited, ABC International Development's Women in News and Sport Initiative, the Australian Department of Foreign Affairs and Trade",https://www.abc.net.au/news/2023-11-21/papua-new-guinea-women-boxers-pacific-games/103097702
8,"China, Honiara, Australia, New Zealand, Papua New Guinea, Korea, India, Indonesia, Saudi Arabia, Lepping, Regina, Solomon Islands, Pacific, Taiwan, the University of South Pacific, Suva, Canberra, Beijing, the Royal Solomon Islands Police Force, CCTV, Australian Federal Police, US, USNS Mercy, Australian National University's, Department of Pacific Affairs",https://www.abc.net.au/news/2023-11-19/pacific-games-solomon-islands-china-gifts-australia-army/103113102
9,"Cook Islands, the Pacific Islands Forum, Rarotonga, Sydney, the South Pacific, Teariki Moana, the Cook Islands, PIF, Solomon Islands, Papua New Guinea, New Zealand, Vanuatu, Aoterea, National, Papua New Guinea's, the Lowy Institute's, Pacific Islands Program, ABC, Fiji, the United States, China, India, the United Kingdom, Germany, Singapore, Ukraine, Israel, Australia, the Green Climate Fund, the Pacific Resilience Facility, Pacific island, Beijing, Pacific nations, Ms Keen, Quality Infrastructure Principles, Canberra, the Asian Development Bank, Gaza, Micronesia, Kiribati, Nauru, The Lowy Institute's, Puna, Waqa, the North Pacific",https://www.abc.net.au/news/2023-11-07/pacific-islands-forum-australia-climate-targets-under-microscope/103070152
