FID,adm1_id,adm1_src,adm1_name,adm1_name1,adm1_name2,adm0_id,adm0_src,adm0_name,adm0_name1,adm0_name2,src_lvl,src_lang,src_lang1,src_lang2,src_date,src_update,src_name,src_name1,src_lic,src_url,src_grp,iso_cd,iso_2,iso_3,iso_3_grp,region3_cd,region3_nm,region2_cd,region2_nm,region1_cd,region1_nm,status_cd,status_nm,wld_date,wld_update,wld_view,wld_notes,SqKM,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,COK-20220801, , , , ,COK-20220801,COK,Cook Islands (NZ),Cook Islands,0,0, , , ,,, , , , , ,184,CK,COK,NZL,61,Polynesia,61,Polynesia,9,Oceania,5,Territory/Self-governing territory,22/08/2022 00:00:00,1/8/22 0:00,intl, ,281.30799,19.5726718903,121.797691345,67.1834716797,124.421424866,101.965881348,106.104598999,114.36340332,95.3200302124,43.5317840576,108.816009521,84.4640731812,29.6277866364,91.2740631104,92.5995559692,105.237808228,74.0048828125,60.9871406555,81.1796951294,75.2056045532,100.179527283,77.8329925537,63.3301963806,59.7788734436
1,CPT-20220801, , , , ,CPT-20220801,CPT,Clipperton Island (Fr.),Clipperton Island,0,0, , , ,,, , , , , ,900,CP,CPT,FRA,61,Polynesia,61,Polynesia,9,Oceania,5,Territory/Self-governing territory,22/08/2022 00:00:00,1/8/22 0:00,intl, ,9.20328,156.752822876,206.388412476,208.559967041,181.358123779,298.123565674,131.574768066,183.270172119,193.975311279,124.623008728,601.767944336,228.243774414,335.875915527,703.626403809,221.391433716,129.708007812,134.335632324,178.157714844,151.389831543,177.801544189,133.526977539,121.848197937,150.292007446,188.889144897
2,FJI-20210102-1,FJI-ADM1-2392783B24185004,Central, , ,FJI-20220801,FJI,Fiji,Fiji,0,4,en, , ,1/1/07 0:00,2/1/21 0:00,Pacific Data Hub, ,Creative Commons Attribution 4.0 (CC BY 4.0),https://www.geoboundaries.org/api/current/gbOpen/FJI/ALL/,geoBoundaries,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,4944.71649,59.7501296997,65.4441146851,73.9681625366,103.95450592,99.3426055908,108.554153442,73.8267440796,96.4111328125,95.9882583618,120.227729797,67.0685043335,72.2393875122,88.4370422363,85.8697814941,74.9097213745,69.19921875,106.032073975,71.7871170044,85.4412689209,79.8059616089,97.8667373657,76.8502731323,81.2149658203
3,FJI-20210102-2,FJI-ADM1-2392783B58557829,Eastern, , ,FJI-20220801,FJI,Fiji,Fiji,0,4,en, , ,1/1/07 0:00,2/1/21 0:00,Pacific Data Hub, ,Creative Commons Attribution 4.0 (CC BY 4.0),https://www.geoboundaries.org/api/current/gbOpen/FJI/ALL/,geoBoundaries,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,1571.28828,46.9993019104,77.0359725952,45.9329376221,84.1241607666,59.2922973633,111.321517944,43.3096542358,70.8939285278,91.538444519,113.15813446,56.0359230042,73.5278778076,97.8217086792,61.0860939026,68.6546325684,32.7987251282,104.543678284,60.260181427,61.1166763306,75.5694046021,103.553489685,73.3154983521,72.7227783203
4,FJI-20210102-3,FJI-ADM1-2392783B62760992,Northern, , ,FJI-20220801,FJI,Fiji,Fiji,0,4,en, , ,1/1/07 0:00,2/1/21 0:00,Pacific Data Hub, ,Creative Commons Attribution 4.0 (CC BY 4.0),https://www.geoboundaries.org/api/current/gbOpen/FJI/ALL/,geoBoundaries,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,6953.16469,47.4200897217,82.7658691406,69.2212295532,92.7136764526,91.8890838623,105.153488159,56.9478187561,77.6665802002,82.8324737549,116.960571289,89.1872329712,72.7662658691,81.0071334839,69.0658035278,47.9310874939,50.6419334412,115.050476074,52.451084137,64.641204834,89.5263442993,78.0956954956,97.6275024414,81.339302063
5,FJI-20210102-4,FJI-ADM1-2392783B49665477,Western, , ,FJI-20220801,FJI,Fiji,Fiji,0,4,en, , ,1/1/07 0:00,2/1/21 0:00,Pacific Data Hub, ,Creative Commons Attribution 4.0 (CC BY 4.0),https://www.geoboundaries.org/api/current/gbOpen/FJI/ALL/,geoBoundaries,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,7232.08862,78.5796585083,84.2377853394,85.3522338867,68.4194793701,79.3960113525,98.0394592285,83.3912963867,117.275352478,78.3227996826,94.8125,68.1140594482,72.7716522217,101.02179718,105.552185059,75.2995376587,42.5311775208,104.141464233,59.724445343,72.9823455811,76.5831985474,98.4927139282,76.8502731323,87.2274398804
6,FSM-20210716-1,FSM-ADM1-64989084B87605857,Chuuk, , ,FSM-20220801,FSM,Micronesia (Federated States of),Micronesia (Federated States of),0,2,en, , ,1/1/19 0:00,16/07/2021 00:00:00,OCHA ROP,"Federated States of Micronesia Division of Statistics, 2010 Census of Population and Housing and Secretariat of the Pacific Community, Statistics for Development Division",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),https://www.geoboundaries.org/api/current/gbOpen/FSM/ALL/,geoBoundaries,583,FM,FSM,FSM,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,122.86019,68.1087188721,92.9167709351,185.323150635,163.616867065,99.7685699463,130.907348633,88.7357635498,94.0717163086,131.934677124,110.498466492,81.8967285156,97.6325531006,87.7573699951,73.3048477173,97.688041687,164.658508301,72.4639129639,85.9361343384,95.3215026855,97.6072463989,101.501296997,73.902961731,66.1523666382
7,FSM-20210716-2,FSM-ADM1-64989084B857262,Kosrae, , ,FSM-20220801,FSM,Micronesia (Federated States of),Micronesia (Federated States of),0,2,en, , ,1/1/19 0:00,16/07/2021 00:00:00,OCHA ROP,"Federated States of Micronesia Division of Statistics, 2010 Census of Population and Housing and Secretariat of the Pacific Community, Statistics for Development Division",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),https://www.geoboundaries.org/api/current/gbOpen/FSM/ALL/,geoBoundaries,583,FM,FSM,FSM,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,112.36136,188.096878052,277.063018799,319.107849121,293.323730469,137.738342285,320.161773682,202.603179932,198.55909729,173.914764404,228.072189331,206.589584351,184.207763672,192.766311646,400.560943604,149.546646118,124.03452301,151.179901123,104.689033508,197.836242676,248.383010864,106.245780945,183.05368042,180.796615601
8,FSM-20210716-3,FSM-ADM1-64989084B48757476,Pohnpei, , ,FSM-20220801,FSM,Micronesia (Federated States of),Micronesia (Federated States of),0,2,en, , ,1/1/19 0:00,16/07/2021 00:00:00,OCHA ROP,"Federated States of Micronesia Division of Statistics, 2010 Census of Population and Housing and Secretariat of the Pacific Community, Statistics for Development Division",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),https://www.geoboundaries.org/api/current/gbOpen/FSM/ALL/,geoBoundaries,583,FM,FSM,FSM,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,377.70545,107.928237915,162.870315552,132.346221924,113.11631012,109.376869202,131.222290039,109.690345764,152.132293701,104.700126648,98.4949188232,70.3520736694,98.373626709,107.679336548,107.036582947,83.7576065063,110.974479675,76.0458602905,88.5765991211,121.7838974,121.232467651,95.9178771973,64.3903884888,74.6012878418
9,FSM-20210716-4,FSM-ADM1-64989084B24478045,Yap, , ,FSM-20220801,FSM,Micronesia (Federated States of),Micronesia (Federated States of),0,2,en, , ,1/1/19 0:00,16/07/2021 00:00:00,OCHA ROP,"Federated States of Micronesia Division of Statistics, 2010 Census of Population and Housing and Secretariat of the Pacific Community, Statistics for Development Division",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),https://www.geoboundaries.org/api/current/gbOpen/FSM/ALL/,geoBoundaries,583,FM,FSM,FSM,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,118.29311,86.3645019531,119.052177429,131.282318115,143.273361206,137.113937378,104.060333252,103.14213562,115.525192261,83.2358474731,112.341697693,109.442237854,167.30456543,111.688484192,100.48664093,120.894828796,109.985931396,104.224014282,109.558441162,84.8179397583,76.5919189453,79.5855865479,100.04573822,92.4855499268
