FID,adm1_id,adm1_src,adm1_name,adm1_name1,adm1_name2,adm0_id,adm0_src,adm0_name,adm0_name1,adm0_name2,src_lvl,src_lang,src_lang1,src_lang2,src_date,src_update,src_name,src_name1,src_lic,src_url,src_grp,iso_cd,iso_2,iso_3,iso_3_grp,region3_cd,region3_nm,region2_cd,region2_nm,region1_cd,region1_nm,status_cd,status_nm,wld_date,wld_update,wld_view,wld_notes,SqKM,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,COK-20220801, , , , ,COK-20220801,COK,Cook Islands (NZ),Cook Islands,0,0, , , ,,, , , , , ,184,CK,COK,NZL,61,Polynesia,61,Polynesia,9,Oceania,5,Territory/Self-governing territory,22/08/2022 00:00:00,1/8/22 0:00,intl, ,281.30799,1357.51904297,2966.02880859,2195.96264648,3206.56152344,3343.8293457,3680.39038086,3023.08764648,3317.89257812,3430.49316406,2919.32397461,2438.94580078,2612.91162109,2902.07666016,2782.02539062,3330.30834961,2370.93017578,3667.15942383,2484.62768555,2550.96069336,2602.46606445,2705.82519531,2498.11425781,2436.75512695
1,CPT-20220801, , , , ,CPT-20220801,CPT,Clipperton Island (Fr.),Clipperton Island,0,0, , , ,,, , , , , ,900,CP,CPT,FRA,61,Polynesia,61,Polynesia,9,Oceania,5,Territory/Self-governing territory,22/08/2022 00:00:00,1/8/22 0:00,intl, ,9.20328,2600.43139648,3203.58813477,2888.8659668,3271.14819336,3676.97045898,2930.45336914,3216.20214844,3638.37451172,3473.67407227,4005.68212891,3812.15625,3924.80371094,4276.55126953,4488.50537109,3298.99584961,3617.77124023,3409.88354492,2597.83666992,3457.14672852,2488.71655273,2994.81030273,2961.94897461,4529.35107422
2,FJI-20210102-1,FJI-ADM1-2392783B24185004,Central, , ,FJI-20220801,FJI,Fiji,Fiji,0,4,en, , ,1/1/07 0:00,2/1/21 0:00,Pacific Data Hub, ,Creative Commons Attribution 4.0 (CC BY 4.0),https://www.geoboundaries.org/api/current/gbOpen/FJI/ALL/,geoBoundaries,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,4944.71649,1755.37683105,3354.25097656,3176.00610352,2812.65136719,2495.86962891,3231.23095703,2829.57495117,3584.26538086,3654.56079102,3471.04492188,3129.20581055,3297.95654297,3956.94067383,2934.25073242,2642.11962891,1889.51550293,3102.67651367,2840.13793945,3179.08325195,2749.12084961,3102.40527344,2899.58544922,3070.08886719
3,FJI-20210102-2,FJI-ADM1-2392783B58557829,Eastern, , ,FJI-20220801,FJI,Fiji,Fiji,0,4,en, , ,1/1/07 0:00,2/1/21 0:00,Pacific Data Hub, ,Creative Commons Attribution 4.0 (CC BY 4.0),https://www.geoboundaries.org/api/current/gbOpen/FJI/ALL/,geoBoundaries,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,1571.28828,1403.06237793,2798.58032227,2460.18286133,1941.46057129,2537.8215332,2980.82397461,2251.68994141,3169.82397461,2594.25830078,2592.65209961,2381.65209961,3916.37182617,3348.96923828,3390.91430664,2246.98193359,1582.48937988,3106.85009766,2794.43823242,3175.89770508,3097.67382812,2672.07348633,2811.32641602,3049.05151367
4,FJI-20210102-3,FJI-ADM1-2392783B62760992,Northern, , ,FJI-20220801,FJI,Fiji,Fiji,0,4,en, , ,1/1/07 0:00,2/1/21 0:00,Pacific Data Hub, ,Creative Commons Attribution 4.0 (CC BY 4.0),https://www.geoboundaries.org/api/current/gbOpen/FJI/ALL/,geoBoundaries,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,6953.16469,1758.84216309,3999.92333984,3083.75927734,2281.05273438,2315.96923828,3022.91918945,2559.36865234,3993.60327148,3719.2331543,3060.02880859,3167.41796875,3530.71313477,3801.58178711,2910.06811523,2147.45947266,1907.27197266,2981.23120117,2924.74584961,3326.3581543,2980.23754883,2749.52758789,3146.34375,3204.39648438
5,FJI-20210102-4,FJI-ADM1-2392783B49665477,Western, , ,FJI-20220801,FJI,Fiji,Fiji,0,4,en, , ,1/1/07 0:00,2/1/21 0:00,Pacific Data Hub, ,Creative Commons Attribution 4.0 (CC BY 4.0),https://www.geoboundaries.org/api/current/gbOpen/FJI/ALL/,geoBoundaries,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,7232.08862,1779.50683594,3611.58837891,3001.18554688,2747.63818359,3211.89379883,3091.96484375,3287.21508789,4147.08496094,3708.57373047,3680.54541016,3129.20581055,3414.24243164,4166.69580078,4090.61547852,3244.02294922,2938.8203125,3170.97631836,3399.48876953,3179.08325195,3765.86010742,3891.5859375,3388.42724609,3196.67089844
6,FSM-20210716-1,FSM-ADM1-64989084B87605857,Chuuk, , ,FSM-20220801,FSM,Micronesia (Federated States of),Micronesia (Federated States of),0,2,en, , ,1/1/19 0:00,16/07/2021 00:00:00,OCHA ROP,"Federated States of Micronesia Division of Statistics, 2010 Census of Population and Housing and Secretariat of the Pacific Community, Statistics for Development Division",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),https://www.geoboundaries.org/api/current/gbOpen/FSM/ALL/,geoBoundaries,583,FM,FSM,FSM,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,122.86019,3224.10302734,5327.8828125,5085.77978516,5341.66845703,4494.93798828,4609.34765625,4306.19384766,6051.93603516,4686.40869141,4462.46289062,4743.62841797,5247.56542969,3839.32055664,5017.23730469,4323.08935547,3756.3984375,3728.94140625,3904.65234375,3843.71972656,3864.81323242,3831.16210938,4250.70458984,4418.32177734
7,FSM-20210716-2,FSM-ADM1-64989084B857262,Kosrae, , ,FSM-20220801,FSM,Micronesia (Federated States of),Micronesia (Federated States of),0,2,en, , ,1/1/19 0:00,16/07/2021 00:00:00,OCHA ROP,"Federated States of Micronesia Division of Statistics, 2010 Census of Population and Housing and Secretariat of the Pacific Community, Statistics for Development Division",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),https://www.geoboundaries.org/api/current/gbOpen/FSM/ALL/,geoBoundaries,583,FM,FSM,FSM,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,112.36136,2685.51269531,5842.91455078,5014.15429688,4651.21240234,4641.04931641,6016.84082031,5215.34716797,4415.34570312,5338.85400391,5264.09619141,4068.57543945,5067.01171875,4711.45996094,4225.95117188,4709.46777344,4594.28173828,3653.43945312,4863.17871094,4420.48046875,5375.37158203,4952.12695312,5578.71289062,5825.71191406
8,FSM-20210716-3,FSM-ADM1-64989084B48757476,Pohnpei, , ,FSM-20220801,FSM,Micronesia (Federated States of),Micronesia (Federated States of),0,2,en, , ,1/1/19 0:00,16/07/2021 00:00:00,OCHA ROP,"Federated States of Micronesia Division of Statistics, 2010 Census of Population and Housing and Secretariat of the Pacific Community, Statistics for Development Division",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),https://www.geoboundaries.org/api/current/gbOpen/FSM/ALL/,geoBoundaries,583,FM,FSM,FSM,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,377.70545,2843.55981445,6108.65917969,4450.55078125,4202.36816406,4194.14599609,4206.19677734,4084.07519531,5114.02441406,5987.97314453,4439.02734375,3994.17749023,5729.35058594,5227.55615234,5041.30761719,4497.86083984,4608.59326172,2890.8972168,3665.02075195,4276.92773438,4114.57617188,3931.40844727,3597.59350586,4593.43847656
9,FSM-20210716-4,FSM-ADM1-64989084B24478045,Yap, , ,FSM-20220801,FSM,Micronesia (Federated States of),Micronesia (Federated States of),0,2,en, , ,1/1/19 0:00,16/07/2021 00:00:00,OCHA ROP,"Federated States of Micronesia Division of Statistics, 2010 Census of Population and Housing and Secretariat of the Pacific Community, Statistics for Development Division",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),https://www.geoboundaries.org/api/current/gbOpen/FSM/ALL/,geoBoundaries,583,FM,FSM,FSM,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,118.29311,2789.94287109,4960.81787109,4826.73730469,4366.34033203,4640.67089844,4305.421875,4103.09228516,4269.88330078,3365.66552734,4117.65917969,4081.13842773,5640.47851562,4330.49853516,4820.30957031,4177.40576172,3436.81054688,3639.07641602,4783.63037109,3502.22485352,3888.50048828,3240.87817383,4150.32568359,3744.09643555
