FID,adm1_id,adm1_src,adm1_name,adm1_name1,adm1_name2,adm0_id,adm0_src,adm0_name,adm0_name1,adm0_name2,src_lvl,src_lang,src_lang1,src_lang2,src_date,src_update,src_name,src_name1,src_lic,src_url,src_grp,iso_cd,iso_2,iso_3,iso_3_grp,region3_cd,region3_nm,region2_cd,region2_nm,region1_cd,region1_nm,status_cd,status_nm,wld_date,wld_update,wld_view,wld_notes,SqKM,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,COK-20220801, , , , ,COK-20220801,COK,Cook Islands (NZ),Cook Islands,0,0, , , ,,, , , , , ,184,CK,COK,NZL,61,Polynesia,61,Polynesia,9,Oceania,5,Territory/Self-governing territory,22/08/2022 00:00:00,1/8/22 0:00,intl, ,281.30799,167.398684974,272.631610775,158.732150926,272.938822306,228.849482117,297.063253897,237.703497905,190.979949397,184.165043776,215.914981637,179.982786302,159.653844917,187.947708901,190.713180582,210.214376062,120.627032735,197.945671586,151.012214892,179.111830475,143.031377302,179.792879554,134.692026127,184.503052463
1,CPT-20220801, , , , ,CPT-20220801,CPT,Clipperton Island (Fr.),Clipperton Island,0,0, , , ,,, , , , , ,900,CP,CPT,FRA,61,Polynesia,61,Polynesia,9,Oceania,5,Territory/Self-governing territory,22/08/2022 00:00:00,1/8/22 0:00,intl, ,9.20328,166.749809821,231.814127436,263.446998647,187.9819726,348.403503216,140.798219592,184.810513528,200.518103795,205.285160797,605.277127904,262.463351824,346.354670442,704.055961963,276.428251355,158.467967052,144.935173793,223.526354556,156.015492825,178.309678033,160.123277475,139.912912937,151.618258546,190.684310913
2,FJI-20210102-1,FJI-ADM1-2392783B24185004,Central, , ,FJI-20220801,FJI,Fiji,Fiji,0,4,en, , ,1/1/07 0:00,2/1/21 0:00,Pacific Data Hub, ,Creative Commons Attribution 4.0 (CC BY 4.0),https://www.geoboundaries.org/api/current/gbOpen/FJI/ALL/,geoBoundaries,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,4944.71649,98.7722255901,224.87929862,166.507144556,169.505048842,131.57958053,136.722723643,169.545041294,156.931139283,218.825571615,215.178182947,169.538001109,110.817865044,247.214048522,146.056150159,199.563363947,168.670666166,198.515188573,97.0807358908,176.66791532,104.145808824,134.324621776,159.308876317,100.328762927
3,FJI-20210102-2,FJI-ADM1-2392783B58557829,Eastern, , ,FJI-20220801,FJI,Fiji,Fiji,0,4,en, , ,1/1/07 0:00,2/1/21 0:00,Pacific Data Hub, ,Creative Commons Attribution 4.0 (CC BY 4.0),https://www.geoboundaries.org/api/current/gbOpen/FJI/ALL/,geoBoundaries,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,1571.28828,100.075914973,176.472818647,138.866584749,155.064784243,134.019846762,204.064482571,90.1523807049,158.32402889,165.419145884,209.668025992,160.789877901,142.519133104,189.31471383,163.672550793,167.798086937,107.912907607,275.83501831,131.837365457,123.50722634,118.329036943,171.482979023,167.322295775,140.981135282
4,FJI-20210102-3,FJI-ADM1-2392783B62760992,Northern, , ,FJI-20220801,FJI,Fiji,Fiji,0,4,en, , ,1/1/07 0:00,2/1/21 0:00,Pacific Data Hub, ,Creative Commons Attribution 4.0 (CC BY 4.0),https://www.geoboundaries.org/api/current/gbOpen/FJI/ALL/,geoBoundaries,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,6953.16469,136.412726931,230.008533453,165.457808062,154.953984788,141.662304303,193.691650632,177.924698465,158.858295202,161.600836282,215.457153063,141.537212862,167.403607419,172.267495479,133.237692635,86.3267833666,137.519414825,163.839813981,123.152104399,118.618732403,117.269736615,131.232354608,180.515781575,134.448607886
5,FJI-20210102-4,FJI-ADM1-2392783B49665477,Western, , ,FJI-20220801,FJI,Fiji,Fiji,0,4,en, , ,1/1/07 0:00,2/1/21 0:00,Pacific Data Hub, ,Creative Commons Attribution 4.0 (CC BY 4.0),https://www.geoboundaries.org/api/current/gbOpen/FJI/ALL/,geoBoundaries,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,7232.08862,119.2112278,169.001976934,202.430208364,203.365481739,163.155809981,147.05050666,178.658495424,212.355560043,163.193770412,226.811624741,142.314019814,161.205358055,279.773381101,175.781375165,143.254675954,117.358762916,225.459368175,131.631256688,140.376020204,96.9119473,146.938765711,133.711893141,106.629045501
6,FSM-20210716-1,FSM-ADM1-64989084B87605857,Chuuk, , ,FSM-20220801,FSM,Micronesia (Federated States of),Micronesia (Federated States of),0,2,en, , ,1/1/19 0:00,16/07/2021 00:00:00,OCHA ROP,"Federated States of Micronesia Division of Statistics, 2010 Census of Population and Housing and Secretariat of the Pacific Community, Statistics for Development Division",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),https://www.geoboundaries.org/api/current/gbOpen/FSM/ALL/,geoBoundaries,583,FM,FSM,FSM,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,122.86019,170.495075215,152.780311355,398.583399532,332.075645064,217.53950927,217.005099004,165.62505377,155.37843925,222.423414478,333.321884452,256.61656032,157.719284343,157.966607116,192.016466512,157.032825951,234.245564235,124.031138893,141.704807987,171.116512332,202.266045938,150.530376303,111.328062414,145.667378313
7,FSM-20210716-2,FSM-ADM1-64989084B857262,Kosrae, , ,FSM-20220801,FSM,Micronesia (Federated States of),Micronesia (Federated States of),0,2,en, , ,1/1/19 0:00,16/07/2021 00:00:00,OCHA ROP,"Federated States of Micronesia Division of Statistics, 2010 Census of Population and Housing and Secretariat of the Pacific Community, Statistics for Development Division",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),https://www.geoboundaries.org/api/current/gbOpen/FSM/ALL/,geoBoundaries,583,FM,FSM,FSM,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,112.36136,216.028492132,323.115927941,345.277313495,322.546501025,183.280196071,333.573113483,235.9113069,223.058457928,189.131249305,287.756763272,211.221249067,207.818538082,228.508221178,437.839131018,198.134078185,144.373255023,161.271745019,113.326931579,215.65683723,320.018813677,128.710364808,217.544913136,203.336192976
8,FSM-20210716-3,FSM-ADM1-64989084B48757476,Pohnpei, , ,FSM-20220801,FSM,Micronesia (Federated States of),Micronesia (Federated States of),0,2,en, , ,1/1/19 0:00,16/07/2021 00:00:00,OCHA ROP,"Federated States of Micronesia Division of Statistics, 2010 Census of Population and Housing and Secretariat of the Pacific Community, Statistics for Development Division",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),https://www.geoboundaries.org/api/current/gbOpen/FSM/ALL/,geoBoundaries,583,FM,FSM,FSM,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,377.70545,291.749952389,478.987802406,203.469590237,164.941871475,137.851126193,196.135780661,149.387243988,302.554675264,139.882221178,183.600095162,106.130201482,109.611417552,153.194031679,154.721841958,130.922922851,141.881128114,135.290212671,168.847495008,227.229460994,155.376024514,184.731997307,82.4763187394,88.0411156853
9,FSM-20210716-4,FSM-ADM1-64989084B24478045,Yap, , ,FSM-20220801,FSM,Micronesia (Federated States of),Micronesia (Federated States of),0,2,en, , ,1/1/19 0:00,16/07/2021 00:00:00,OCHA ROP,"Federated States of Micronesia Division of Statistics, 2010 Census of Population and Housing and Secretariat of the Pacific Community, Statistics for Development Division",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),https://www.geoboundaries.org/api/current/gbOpen/FSM/ALL/,geoBoundaries,583,FM,FSM,FSM,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,118.29311,172.808005735,204.371252409,386.731488811,249.285262537,240.449927152,232.428482404,157.270124965,176.096484729,202.188407945,311.0295258,161.645148659,323.93142986,230.138275393,127.791846149,272.69473864,288.327705129,165.698241409,228.258143328,224.214406001,177.451447175,108.80446074,142.146156695,129.521678559
