FID,adm1_id,adm1_src,adm1_name,adm1_name1,adm1_name2,adm0_id,adm0_src,adm0_name,adm0_name1,adm0_name2,src_lvl,src_lang,src_lang1,src_lang2,src_date,src_update,src_name,src_name1,src_lic,src_url,src_grp,iso_cd,iso_2,iso_3,iso_3_grp,region3_cd,region3_nm,region2_cd,region2_nm,region1_cd,region1_nm,status_cd,status_nm,wld_date,wld_update,wld_view,wld_notes,SqKM,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,COK-20220801, , , , ,COK-20220801,COK,Cook Islands (NZ),Cook Islands,0,0, , , ,,, , , , , ,184,CK,COK,NZL,61,Polynesia,61,Polynesia,9,Oceania,5,Territory/Self-governing territory,22/08/2022 00:00:00,1/8/22 0:00,intl, ,281.30799,25.8636363636,65.4807779285,48.5809588422,61.632066938,55.921076436,64.8003165988,71.1770691995,68.1250565355,62.6924468566,63.0802804161,58.0576662144,62.802125735,63.1956128449,45.9027589326,56.7388059701,63.3335594754,72.5952057892,66.4764812302,68.6013116237,77.4260515604,77.13116237,67.2727272727,66.9122568973
1,CPT-20220801, , , , ,CPT-20220801,CPT,Clipperton Island (Fr.),Clipperton Island,0,0, , , ,,, , , , , ,900,CP,CPT,FRA,61,Polynesia,61,Polynesia,9,Oceania,5,Territory/Self-governing territory,22/08/2022 00:00:00,1/8/22 0:00,intl, ,9.20328,81.9536423841,108.635761589,102.364238411,99.4105960265,104.682119205,92.6821192053,111.589403974,104.907284768,95.6357615894,113.682119205,94.7284768212,101.225165563,109.682119205,109.728476821,111.635761589,121.046357616,115.635761589,95.5894039735,114.589403974,99.9536423841,110.953642384,117.860927152,147.0
2,FJI-20210102-1,FJI-ADM1-2392783B24185004,Central, , ,FJI-20220801,FJI,Fiji,Fiji,0,4,en, , ,1/1/07 0:00,2/1/21 0:00,Pacific Data Hub, ,Creative Commons Attribution 4.0 (CC BY 4.0),https://www.geoboundaries.org/api/current/gbOpen/FJI/ALL/,geoBoundaries,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,4944.71649,58.3640210022,92.6187108121,104.1323342,76.7184584799,78.3001988072,93.2360580109,83.7794897283,110.367678544,114.519370954,97.2739715553,95.0216521385,126.912690524,108.949125758,97.4105495234,85.3839781822,71.2669368405,82.37289086,108.192231228,99.1298236224,103.53569608,106.838035887,108.789723199,116.549217515
3,FJI-20210102-2,FJI-ADM1-2392783B58557829,Eastern, , ,FJI-20220801,FJI,Fiji,Fiji,0,4,en, , ,1/1/07 0:00,2/1/21 0:00,Pacific Data Hub, ,Creative Commons Attribution 4.0 (CC BY 4.0),https://www.geoboundaries.org/api/current/gbOpen/FJI/ALL/,geoBoundaries,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,1571.28828,42.2685427136,70.1847638191,62.295919598,50.1729045226,58.3165427136,59.9827537688,48.864,77.0983718593,79.5774472362,66.8264522613,60.3101909548,82.6510150754,86.4506532663,78.263839196,54.792241206,41.4302713568,56.9163417085,73.9371658291,78.7274371859,70.9889447236,79.680160804,77.3858492462,92.712160804
4,FJI-20210102-3,FJI-ADM1-2392783B62760992,Northern, , ,FJI-20220801,FJI,Fiji,Fiji,0,4,en, , ,1/1/07 0:00,2/1/21 0:00,Pacific Data Hub, ,Creative Commons Attribution 4.0 (CC BY 4.0),https://www.geoboundaries.org/api/current/gbOpen/FJI/ALL/,geoBoundaries,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,6953.16469,46.0793937759,87.1034718475,85.5097769383,68.0439287642,67.7709660011,80.8328206512,81.463509624,106.029285843,102.859291239,88.7845835582,91.1699406368,111.03424177,105.205432632,98.416100018,67.7210829286,68.5459165318,77.1925166397,97.9060172693,101.631543443,95.6058913474,105.455594531,103.608814535,114.071397733
5,FJI-20210102-4,FJI-ADM1-2392783B49665477,Western, , ,FJI-20220801,FJI,Fiji,Fiji,0,4,en, , ,1/1/07 0:00,2/1/21 0:00,Pacific Data Hub, ,Creative Commons Attribution 4.0 (CC BY 4.0),https://www.geoboundaries.org/api/current/gbOpen/FJI/ALL/,geoBoundaries,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,7232.08862,52.1318988245,88.1855493392,90.8738786555,64.0062473353,72.2813389136,77.0464895718,77.7772015766,101.167955868,107.323312654,95.5047551097,84.5924179276,120.279990255,104.337417014,87.5950282348,73.0200210565,70.9924736141,78.3335885634,98.2376249685,95.0910127122,94.7595907038,97.7959522836,107.369854432,116.970668848
6,FSM-20210716-1,FSM-ADM1-64989084B87605857,Chuuk, , ,FSM-20220801,FSM,Micronesia (Federated States of),Micronesia (Federated States of),0,2,en, , ,1/1/19 0:00,16/07/2021 00:00:00,OCHA ROP,"Federated States of Micronesia Division of Statistics, 2010 Census of Population and Housing and Secretariat of the Pacific Community, Statistics for Development Division",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),https://www.geoboundaries.org/api/current/gbOpen/FSM/ALL/,geoBoundaries,583,FM,FSM,FSM,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,122.86019,92.7234251969,125.61515748,117.349409449,138.540846457,124.098425197,129.55019685,116.381889764,133.353346457,134.129429134,129.411417323,126.857283465,158.213090551,140.830216535,114.525590551,139.661417323,114.871555118,120.320374016,132.018208661,128.602362205,124.916830709,119.435531496,133.214566929,139.626968504
7,FSM-20210716-2,FSM-ADM1-64989084B857262,Kosrae, , ,FSM-20220801,FSM,Micronesia (Federated States of),Micronesia (Federated States of),0,2,en, , ,1/1/19 0:00,16/07/2021 00:00:00,OCHA ROP,"Federated States of Micronesia Division of Statistics, 2010 Census of Population and Housing and Secretariat of the Pacific Community, Statistics for Development Division",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),https://www.geoboundaries.org/api/current/gbOpen/FSM/ALL/,geoBoundaries,583,FM,FSM,FSM,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,112.36136,96.9817498658,147.695652174,150.57756307,132.29898014,141.901771337,157.330112721,168.668276973,145.958668814,159.849704777,146.968867418,126.018250134,173.745571659,155.234031133,139.32689211,169.923242083,156.69726248,124.928073001,197.121309716,174.397745572,166.544283414,177.436929683,185.576489533,186.222758991
8,FSM-20210716-3,FSM-ADM1-64989084B48757476,Pohnpei, , ,FSM-20220801,FSM,Micronesia (Federated States of),Micronesia (Federated States of),0,2,en, , ,1/1/19 0:00,16/07/2021 00:00:00,OCHA ROP,"Federated States of Micronesia Division of Statistics, 2010 Census of Population and Housing and Secretariat of the Pacific Community, Statistics for Development Division",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),https://www.geoboundaries.org/api/current/gbOpen/FSM/ALL/,geoBoundaries,583,FM,FSM,FSM,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,377.70545,82.8488186462,133.011015326,126.007024266,135.851213282,131.458812261,133.627873563,128.712484036,143.970945083,136.369252874,118.329342273,118.757662835,170.157247765,122.248882503,126.446519796,151.972222222,114.098180077,112.685983397,144.007024266,154.772190294,140.353607918,147.001596424,152.529054917,174.129310345
9,FSM-20210716-4,FSM-ADM1-64989084B24478045,Yap, , ,FSM-20220801,FSM,Micronesia (Federated States of),Micronesia (Federated States of),0,2,en, , ,1/1/19 0:00,16/07/2021 00:00:00,OCHA ROP,"Federated States of Micronesia Division of Statistics, 2010 Census of Population and Housing and Secretariat of the Pacific Community, Statistics for Development Division",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),https://www.geoboundaries.org/api/current/gbOpen/FSM/ALL/,geoBoundaries,583,FM,FSM,FSM,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,118.29311,92.9502308876,109.058491534,96.9589533094,122.366854797,97.0872242175,116.697280657,115.790661878,121.334530528,115.665982555,116.220625962,119.437147255,146.856336583,122.096459723,103.21190354,121.30785018,88.3817342227,99.9917906619,140.998973833,117.733196511,96.1364802463,122.848127245,131.991790662,120.737814264
