FID,adm1_id,adm1_src,adm1_name,adm1_name1,adm1_name2,adm0_id,adm0_src,adm0_name,adm0_name1,adm0_name2,src_lvl,src_lang,src_lang1,src_lang2,src_date,src_update,src_name,src_name1,src_lic,src_url,src_grp,iso_cd,iso_2,iso_3,iso_3_grp,region3_cd,region3_nm,region2_cd,region2_nm,region1_cd,region1_nm,status_cd,status_nm,wld_date,wld_update,wld_view,wld_notes,SqKM,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,COK-20220801, , , , ,COK-20220801,COK,Cook Islands (NZ),Cook Islands,0,0, , , ,,, , , , , ,184,CK,COK,NZL,61,Polynesia,61,Polynesia,9,Oceania,5,Territory/Self-governing territory,22/08/2022 00:00:00,1/8/22 0:00,intl, ,281.30799,3.38919041158,6.72229760289,4.5289461782,6.09520578924,6.95183175034,4.85639981909,6.37675260063,7.38602442334,5.47987336047,4.68340117594,5.57982813207,6.02645861601,5.62483039349,4.17458163727,5.33220262325,6.57530529172,5.57507914971,5.93396653098,5.91067390321,6.26096788783,7.37449118046,6.08344640434,8.02578018996
1,CPT-20220801, , , , ,CPT-20220801,CPT,Clipperton Island (Fr.),Clipperton Island,0,0, , , ,,, , , , , ,900,CP,CPT,FRA,61,Polynesia,61,Polynesia,9,Oceania,5,Territory/Self-governing territory,22/08/2022 00:00:00,1/8/22 0:00,intl, ,9.20328,7.0,9.0,7.0,8.6821192053,7.0,14.4569536424,8.6821192053,6.3178807947,6.3642384106,8.0,5.6821192053,7.95364238411,11.0,10.3178807947,8.0,7.6357615894,10.0,7.0,7.3178807947,5.6821192053,8.0,6.0,7.0
2,FJI-20210102-1,FJI-ADM1-2392783B24185004,Central, , ,FJI-20220801,FJI,Fiji,Fiji,0,4,en, , ,1/1/07 0:00,2/1/21 0:00,Pacific Data Hub, ,Creative Commons Attribution 4.0 (CC BY 4.0),https://www.geoboundaries.org/api/current/gbOpen/FJI/ALL/,geoBoundaries,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,4944.71649,7.54127797319,7.0957715247,8.86823928226,6.61594535352,11.9858031299,7.97730284957,8.08225008921,8.11408472243,9.98607075496,9.51432431055,7.9649156344,11.195379008,8.54603150329,7.47127491461,7.43485242392,7.50634653617,10.6713309884,11.2455013509,8.34872814396,11.330351226,13.4085741959,11.6377759087,11.4650940511
3,FJI-20210102-2,FJI-ADM1-2392783B58557829,Eastern, , ,FJI-20220801,FJI,Fiji,Fiji,0,4,en, , ,1/1/07 0:00,2/1/21 0:00,Pacific Data Hub, ,Creative Commons Attribution 4.0 (CC BY 4.0),https://www.geoboundaries.org/api/current/gbOpen/FJI/ALL/,geoBoundaries,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,1571.28828,5.32546733668,5.52361809045,5.32964824121,4.28092462312,6.43537688442,6.81632160804,4.41318592965,5.83963819095,6.53784924623,5.99654271357,4.9824321608,7.28369849246,7.73660301508,5.94315577889,4.99927638191,4.5832361809,7.96888442211,6.39851256281,6.28984924623,6.43457286432,7.8624321608,7.72522613065,8.37511557789
4,FJI-20210102-3,FJI-ADM1-2392783B62760992,Northern, , ,FJI-20220801,FJI,Fiji,Fiji,0,4,en, , ,1/1/07 0:00,2/1/21 0:00,Pacific Data Hub, ,Creative Commons Attribution 4.0 (CC BY 4.0),https://www.geoboundaries.org/api/current/gbOpen/FJI/ALL/,geoBoundaries,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,6953.16469,10.42620975,9.39393775859,7.87947472567,7.21010973197,6.75124123044,6.93711998561,7.04767943875,8.30271631588,10.413401691,11.7231876237,10.29524195,8.0340888649,10.2222342148,8.02338550099,6.22720813096,9.87878215506,10.4439287642,10.5305360676,13.7731246627,8.85739341608,13.4986328476,12.0512412304,11.5468699406
5,FJI-20210102-4,FJI-ADM1-2392783B49665477,Western, , ,FJI-20220801,FJI,Fiji,Fiji,0,4,en, , ,1/1/07 0:00,2/1/21 0:00,Pacific Data Hub, ,Creative Commons Attribution 4.0 (CC BY 4.0),https://www.geoboundaries.org/api/current/gbOpen/FJI/ALL/,geoBoundaries,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,7232.08862,6.01152885695,6.82462215803,6.88686928451,5.68317831009,9.69102663383,7.05465983346,8.28248744877,8.12812258003,10.8934994649,8.63252094772,7.38096563966,10.3890836952,10.5425610594,7.54278728606,6.35780351347,7.70927268139,9.99410940668,10.2530170801,9.79587397437,8.0383628153,11.5120291658,10.9191326819,11.3494244273
6,FSM-20210716-1,FSM-ADM1-64989084B87605857,Chuuk, , ,FSM-20220801,FSM,Micronesia (Federated States of),Micronesia (Federated States of),0,2,en, , ,1/1/19 0:00,16/07/2021 00:00:00,OCHA ROP,"Federated States of Micronesia Division of Statistics, 2010 Census of Population and Housing and Secretariat of the Pacific Community, Statistics for Development Division",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),https://www.geoboundaries.org/api/current/gbOpen/FSM/ALL/,geoBoundaries,583,FM,FSM,FSM,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,122.86019,8.79576771654,5.44488188976,8.20177165354,12.2214566929,13.592519685,8.03001968504,8.03100393701,6.33464566929,7.43061023622,9.01722440945,7.50984251969,6.9812992126,11.5506889764,7.66535433071,10.6225393701,6.46210629921,6.15994094488,5.64911417323,6.8843503937,7.64468503937,8.49015748031,7.03592519685,6.64222440945
7,FSM-20210716-2,FSM-ADM1-64989084B857262,Kosrae, , ,FSM-20220801,FSM,Micronesia (Federated States of),Micronesia (Federated States of),0,2,en, , ,1/1/19 0:00,16/07/2021 00:00:00,OCHA ROP,"Federated States of Micronesia Division of Statistics, 2010 Census of Population and Housing and Secretariat of the Pacific Community, Statistics for Development Division",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),https://www.geoboundaries.org/api/current/gbOpen/FSM/ALL/,geoBoundaries,583,FM,FSM,FSM,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,112.36136,8.06280193237,9.0,6.49919484702,11.5458937198,8.59420289855,6.5845410628,7.0,7.0,8.1680085883,6.31561996779,7.40740740741,7.81535158347,7.0,6.59259259259,9.34138486312,8.91519055287,4.41599570585,10.9092860977,10.038647343,8.0,7.80515297907,14.0,18.0
8,FSM-20210716-3,FSM-ADM1-64989084B48757476,Pohnpei, , ,FSM-20220801,FSM,Micronesia (Federated States of),Micronesia (Federated States of),0,2,en, , ,1/1/19 0:00,16/07/2021 00:00:00,OCHA ROP,"Federated States of Micronesia Division of Statistics, 2010 Census of Population and Housing and Secretariat of the Pacific Community, Statistics for Development Division",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),https://www.geoboundaries.org/api/current/gbOpen/FSM/ALL/,geoBoundaries,583,FM,FSM,FSM,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,377.70545,5.16251596424,7.35105363985,7.15134099617,6.17401021711,13.6706577267,10.6122286079,11.4690293742,7.36031289911,7.86414431673,6.07136015326,6.34706257982,12.8127394636,4.90181992337,7.96040868455,6.67017879949,7.1725734355,8.46408045977,8.16075989783,8.41347381865,7.69284802043,9.01245210728,12.098339719,11.2017879949
9,FSM-20210716-4,FSM-ADM1-64989084B24478045,Yap, , ,FSM-20220801,FSM,Micronesia (Federated States of),Micronesia (Federated States of),0,2,en, , ,1/1/19 0:00,16/07/2021 00:00:00,OCHA ROP,"Federated States of Micronesia Division of Statistics, 2010 Census of Population and Housing and Secretariat of the Pacific Community, Statistics for Development Division",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),https://www.geoboundaries.org/api/current/gbOpen/FSM/ALL/,geoBoundaries,583,FM,FSM,FSM,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,118.29311,6.36275012827,7.06670087224,7.85479733197,7.96511031298,7.78912262699,9.42175474602,6.71010774756,6.19753719856,7.00513083633,9.0518214469,8.5110312981,11.2544894818,11.738840431,8.5361723961,6.73319651103,6.28373524885,9.32683427399,9.22421754746,6.86095433556,6.74397126732,6.01641867624,9.07798871216,8.92201128784
