FID,adm1_id,adm1_src,adm1_name,adm1_name1,adm1_name2,adm0_id,adm0_src,adm0_name,adm0_name1,adm0_name2,src_lvl,src_lang,src_lang1,src_lang2,src_date,src_update,src_name,src_name1,src_lic,src_url,src_grp,iso_cd,iso_2,iso_3,iso_3_grp,region3_cd,region3_nm,region2_cd,region2_nm,region1_cd,region1_nm,status_cd,status_nm,wld_date,wld_update,wld_view,wld_notes,SqKM,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,COK-20220801, , , , ,COK-20220801,COK,Cook Islands (NZ),Cook Islands,0,0, , , ,,, , , , , ,184,CK,COK,NZL,61,Polynesia,61,Polynesia,9,Oceania,5,Territory/Self-governing territory,22/08/2022 00:00:00,1/8/22 0:00,intl, ,281.30799,56.1806874717,115.052917232,99.0766621438,112.405246495,110.07734057,116.563772049,130.001582994,120.193125283,120.748982361,112.519222071,111.176164631,115.641564903,117.110809588,97.8799185889,119.102894618,123.320217096,132.310040706,129.567616463,136.736770692,151.328584351,145.84531886,137.992763455,138.69063772
1,CPT-20220801, , , , ,CPT-20220801,CPT,Clipperton Island (Fr.),Clipperton Island,0,0, , , ,,, , , , , ,900,CP,CPT,FRA,61,Polynesia,61,Polynesia,9,Oceania,5,Territory/Self-governing territory,22/08/2022 00:00:00,1/8/22 0:00,intl, ,9.20328,128.907284768,183.185430464,169.364238411,160.682119205,167.635761589,149.496688742,167.953642384,175.503311258,165.046357616,164.682119205,160.0,163.364238411,165.092715232,166.317880795,182.860927152,204.682119205,191.589403974,169.814569536,192.225165563,176.774834437,178.635761589,197.953642384,215.682119205
2,FJI-20210102-1,FJI-ADM1-2392783B24185004,Central, , ,FJI-20220801,FJI,Fiji,Fiji,0,4,en, , ,1/1/07 0:00,2/1/21 0:00,Pacific Data Hub, ,Creative Commons Attribution 4.0 (CC BY 4.0),https://www.geoboundaries.org/api/current/gbOpen/FJI/ALL/,geoBoundaries,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,4944.71649,87.2980195749,137.59496865,155.359433145,124.649882755,131.552429016,140.878103176,135.947277871,162.973772748,173.468114391,148.348932049,140.046197176,189.95800836,164.54158383,155.158102666,126.984120916,112.293954223,119.550581129,156.059489219,153.734617933,151.827853392,164.811808635,172.201292247,173.912193506
3,FJI-20210102-2,FJI-ADM1-2392783B58557829,Eastern, , ,FJI-20220801,FJI,Fiji,Fiji,0,4,en, , ,1/1/07 0:00,2/1/21 0:00,Pacific Data Hub, ,Creative Commons Attribution 4.0 (CC BY 4.0),https://www.geoboundaries.org/api/current/gbOpen/FJI/ALL/,geoBoundaries,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,1571.28828,76.6094070352,125.219979899,118.403698492,100.100502513,108.453949749,106.097768844,100.402291457,130.23798995,135.041447236,117.950472362,110.134070352,152.257969849,143.032884422,136.794211055,115.165829146,94.9234572864,101.495758794,130.612301508,139.113809045,134.902311558,148.098773869,145.815798995,173.700301508
4,FJI-20210102-3,FJI-ADM1-2392783B62760992,Northern, , ,FJI-20220801,FJI,Fiji,Fiji,0,4,en, , ,1/1/07 0:00,2/1/21 0:00,Pacific Data Hub, ,Creative Commons Attribution 4.0 (CC BY 4.0),https://www.geoboundaries.org/api/current/gbOpen/FJI/ALL/,geoBoundaries,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,6953.16469,74.5848264076,137.69540385,142.080931822,114.430850872,117.967683037,127.395187983,139.7287102,161.898012232,156.002014751,140.911189063,132.563680518,171.395044073,158.254047491,161.004731067,127.447202734,113.517826947,120.586013672,156.682173053,152.831705343,164.480617017,172.351645979,176.708355819,185.052698327
5,FJI-20210102-4,FJI-ADM1-2392783B49665477,Western, , ,FJI-20220801,FJI,Fiji,Fiji,0,4,en, , ,1/1/07 0:00,2/1/21 0:00,Pacific Data Hub, ,Creative Commons Attribution 4.0 (CC BY 4.0),https://www.geoboundaries.org/api/current/gbOpen/FJI/ALL/,geoBoundaries,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,7232.08862,78.4156392207,134.313915548,143.361379634,107.679497777,122.36159716,122.440654665,127.451435234,153.412028296,161.256279964,142.302708629,129.107231421,178.698561721,161.766664636,143.391128436,122.479957191,111.405137085,114.393817052,151.027617051,149.124502954,150.776357577,155.810047943,173.418258229,170.482019334
6,FSM-20210716-1,FSM-ADM1-64989084B87605857,Chuuk, , ,FSM-20220801,FSM,Micronesia (Federated States of),Micronesia (Federated States of),0,2,en, , ,1/1/19 0:00,16/07/2021 00:00:00,OCHA ROP,"Federated States of Micronesia Division of Statistics, 2010 Census of Population and Housing and Secretariat of the Pacific Community, Statistics for Development Division",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),https://www.geoboundaries.org/api/current/gbOpen/FSM/ALL/,geoBoundaries,583,FM,FSM,FSM,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,122.86019,134.666338583,211.107283465,179.878937008,216.631889764,204.203740157,205.619094488,187.549212598,217.154527559,214.945866142,214.701279528,199.55265748,245.964074803,218.595472441,196.088582677,222.858267717,192.764271654,205.499507874,224.318897638,216.544783465,206.010826772,208.063484252,218.997047244,224.289370079
7,FSM-20210716-2,FSM-ADM1-64989084B857262,Kosrae, , ,FSM-20220801,FSM,Micronesia (Federated States of),Micronesia (Federated States of),0,2,en, , ,1/1/19 0:00,16/07/2021 00:00:00,OCHA ROP,"Federated States of Micronesia Division of Statistics, 2010 Census of Population and Housing and Secretariat of the Pacific Community, Statistics for Development Division",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),https://www.geoboundaries.org/api/current/gbOpen/FSM/ALL/,geoBoundaries,583,FM,FSM,FSM,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,112.36136,143.213633924,229.470746108,213.577026302,212.713365539,222.411701557,248.645195921,237.48201825,237.661835749,255.194847021,237.71712292,201.680622652,265.845410628,251.588298443,247.471282877,284.165861514,278.281266774,239.886205046,307.32689211,283.069243156,283.743424584,281.138486312,297.197530864,296.156199678
8,FSM-20210716-3,FSM-ADM1-64989084B48757476,Pohnpei, , ,FSM-20220801,FSM,Micronesia (Federated States of),Micronesia (Federated States of),0,2,en, , ,1/1/19 0:00,16/07/2021 00:00:00,OCHA ROP,"Federated States of Micronesia Division of Statistics, 2010 Census of Population and Housing and Secretariat of the Pacific Community, Statistics for Development Division",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),https://www.geoboundaries.org/api/current/gbOpen/FSM/ALL/,geoBoundaries,583,FM,FSM,FSM,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,377.70545,129.513729246,206.135855683,197.575191571,225.224776501,215.507822478,204.51532567,198.443805875,217.60105364,221.364782886,196.821998723,190.156609195,244.87037037,213.469987229,196.289272031,246.785759898,217.111590038,194.94747765,243.900223499,245.767401022,229.707375479,239.307950192,244.133301405,279.731800766
9,FSM-20210716-4,FSM-ADM1-64989084B24478045,Yap, , ,FSM-20220801,FSM,Micronesia (Federated States of),Micronesia (Federated States of),0,2,en, , ,1/1/19 0:00,16/07/2021 00:00:00,OCHA ROP,"Federated States of Micronesia Division of Statistics, 2010 Census of Population and Housing and Secretariat of the Pacific Community, Statistics for Development Division",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),https://www.geoboundaries.org/api/current/gbOpen/FSM/ALL/,geoBoundaries,583,FM,FSM,FSM,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,118.29311,135.975371986,177.880451514,171.737814264,187.82914315,169.904053361,189.229861467,184.58337609,204.752180605,204.318111852,198.924063622,203.376603386,221.465879938,208.720882504,176.476654695,215.126731657,163.892765521,172.792714212,223.669574141,196.513083633,172.531554643,192.048742945,220.35454079,204.730631093
