FID,adm1_id,adm1_src,adm1_name,adm1_name1,adm1_name2,adm0_id,adm0_src,adm0_name,adm0_name1,adm0_name2,src_lvl,src_lang,src_lang1,src_lang2,src_date,src_update,src_name,src_name1,src_lic,src_url,src_grp,iso_cd,iso_2,iso_3,iso_3_grp,region3_cd,region3_nm,region2_cd,region2_nm,region1_cd,region1_nm,status_cd,status_nm,wld_date,wld_update,wld_view,wld_notes,SqKM,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,COK-20220801, , , , ,COK-20220801,COK,Cook Islands (NZ),Cook Islands,0,0, , , ,,, , , , , ,184,CK,COK,NZL,61,Polynesia,61,Polynesia,9,Oceania,5,Territory/Self-governing territory,22/08/2022 00:00:00,1/8/22 0:00,intl, ,281.30799,1.0,5.0,4.0,3.0,3.0,3.0,4.0,5.0,2.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,2.0,4.0
1,CPT-20220801, , , , ,CPT-20220801,CPT,Clipperton Island (Fr.),Clipperton Island,0,0, , , ,,, , , , , ,900,CP,CPT,FRA,61,Polynesia,61,Polynesia,9,Oceania,5,Territory/Self-governing territory,22/08/2022 00:00:00,1/8/22 0:00,intl, ,9.20328,7.0,9.0,7.0,8.0,7.0,9.0,8.0,6.0,5.0,8.0,5.0,7.0,11.0,10.0,8.0,7.0,10.0,7.0,7.0,5.0,8.0,6.0,7.0
2,FJI-20210102-1,FJI-ADM1-2392783B24185004,Central, , ,FJI-20220801,FJI,Fiji,Fiji,0,4,en, , ,1/1/07 0:00,2/1/21 0:00,Pacific Data Hub, ,Creative Commons Attribution 4.0 (CC BY 4.0),https://www.geoboundaries.org/api/current/gbOpen/FJI/ALL/,geoBoundaries,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,4944.71649,4.0,5.0,3.0,4.0,4.0,6.0,4.0,5.0,5.0,5.0,6.0,5.0,7.0,5.0,4.0,4.0,6.0,7.0,5.0,5.0,7.0,6.0,7.0
3,FJI-20210102-2,FJI-ADM1-2392783B58557829,Eastern, , ,FJI-20220801,FJI,Fiji,Fiji,0,4,en, , ,1/1/07 0:00,2/1/21 0:00,Pacific Data Hub, ,Creative Commons Attribution 4.0 (CC BY 4.0),https://www.geoboundaries.org/api/current/gbOpen/FJI/ALL/,geoBoundaries,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,1571.28828,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0
4,FJI-20210102-3,FJI-ADM1-2392783B62760992,Northern, , ,FJI-20220801,FJI,Fiji,Fiji,0,4,en, , ,1/1/07 0:00,2/1/21 0:00,Pacific Data Hub, ,Creative Commons Attribution 4.0 (CC BY 4.0),https://www.geoboundaries.org/api/current/gbOpen/FJI/ALL/,geoBoundaries,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,6953.16469,4.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,6.0,5.0,3.0,7.0,5.0,3.0,5.0,5.0,4.0,6.0,5.0,5.0,5.0,8.0
5,FJI-20210102-4,FJI-ADM1-2392783B49665477,Western, , ,FJI-20220801,FJI,Fiji,Fiji,0,4,en, , ,1/1/07 0:00,2/1/21 0:00,Pacific Data Hub, ,Creative Commons Attribution 4.0 (CC BY 4.0),https://www.geoboundaries.org/api/current/gbOpen/FJI/ALL/,geoBoundaries,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,7232.08862,4.0,4.0,4.0,4.0,5.0,4.0,5.0,6.0,5.0,4.0,4.0,5.0,7.0,4.0,3.0,3.0,5.0,4.0,5.0,4.0,4.0,5.0,7.0
6,FSM-20210716-1,FSM-ADM1-64989084B87605857,Chuuk, , ,FSM-20220801,FSM,Micronesia (Federated States of),Micronesia (Federated States of),0,2,en, , ,1/1/19 0:00,16/07/2021 00:00:00,OCHA ROP,"Federated States of Micronesia Division of Statistics, 2010 Census of Population and Housing and Secretariat of the Pacific Community, Statistics for Development Division",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),https://www.geoboundaries.org/api/current/gbOpen/FSM/ALL/,geoBoundaries,583,FM,FSM,FSM,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,122.86019,4.0,4.0,5.0,5.0,6.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0
7,FSM-20210716-2,FSM-ADM1-64989084B857262,Kosrae, , ,FSM-20220801,FSM,Micronesia (Federated States of),Micronesia (Federated States of),0,2,en, , ,1/1/19 0:00,16/07/2021 00:00:00,OCHA ROP,"Federated States of Micronesia Division of Statistics, 2010 Census of Population and Housing and Secretariat of the Pacific Community, Statistics for Development Division",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),https://www.geoboundaries.org/api/current/gbOpen/FSM/ALL/,geoBoundaries,583,FM,FSM,FSM,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,112.36136,6.0,9.0,6.0,10.0,8.0,6.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,6.0,7.0,8.0,4.0,10.0,7.0,8.0,7.0,14.0,18.0
8,FSM-20210716-3,FSM-ADM1-64989084B48757476,Pohnpei, , ,FSM-20220801,FSM,Micronesia (Federated States of),Micronesia (Federated States of),0,2,en, , ,1/1/19 0:00,16/07/2021 00:00:00,OCHA ROP,"Federated States of Micronesia Division of Statistics, 2010 Census of Population and Housing and Secretariat of the Pacific Community, Statistics for Development Division",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),https://www.geoboundaries.org/api/current/gbOpen/FSM/ALL/,geoBoundaries,583,FM,FSM,FSM,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,377.70545,4.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,6.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0
9,FSM-20210716-4,FSM-ADM1-64989084B24478045,Yap, , ,FSM-20220801,FSM,Micronesia (Federated States of),Micronesia (Federated States of),0,2,en, , ,1/1/19 0:00,16/07/2021 00:00:00,OCHA ROP,"Federated States of Micronesia Division of Statistics, 2010 Census of Population and Housing and Secretariat of the Pacific Community, Statistics for Development Division",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),https://www.geoboundaries.org/api/current/gbOpen/FSM/ALL/,geoBoundaries,583,FM,FSM,FSM,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,118.29311,4.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0
