FID,adm1_id,adm1_src,adm1_name,adm1_name1,adm1_name2,adm0_id,adm0_src,adm0_name,adm0_name1,adm0_name2,src_lvl,src_lang,src_lang1,src_lang2,src_date,src_update,src_name,src_name1,src_lic,src_url,src_grp,iso_cd,iso_2,iso_3,iso_3_grp,region3_cd,region3_nm,region2_cd,region2_nm,region1_cd,region1_nm,status_cd,status_nm,wld_date,wld_update,wld_view,wld_notes,SqKM,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,COK-20220801, , , , ,COK-20220801,COK,Cook Islands (NZ),Cook Islands,0,0, , , ,,, , , , , ,184,CK,COK,NZL,61,Polynesia,61,Polynesia,9,Oceania,5,Territory/Self-governing territory,22/08/2022 00:00:00,1/8/22 0:00,intl, ,281.30799,157.819312528,249.947082768,265.923337856,252.594753505,255.92265943,248.436227951,234.998417006,244.806874717,245.251017639,252.480777929,253.823835369,249.358435097,248.889190412,267.120081411,245.897105382,241.679782904,233.689959294,235.432383537,228.263229308,213.671415649,220.15468114,227.007236545,226.30936228
1,CPT-20220801, , , , ,CPT-20220801,CPT,Clipperton Island (Fr.),Clipperton Island,0,0, , , ,,, , , , , ,900,CP,CPT,FRA,61,Polynesia,61,Polynesia,9,Oceania,5,Territory/Self-governing territory,22/08/2022 00:00:00,1/8/22 0:00,intl, ,9.20328,85.0927152318,181.814569536,195.635761589,204.317880795,198.364238411,215.503311258,197.046357616,189.496688742,200.953642384,200.317880795,205.0,201.635761589,200.907284768,198.682119205,182.139072848,160.317880795,174.410596026,195.185430464,172.774834437,188.225165563,187.364238411,167.046357616,149.317880795
2,FJI-20210102-1,FJI-ADM1-2392783B24185004,Central, , ,FJI-20220801,FJI,Fiji,Fiji,0,4,en, , ,1/1/07 0:00,2/1/21 0:00,Pacific Data Hub, ,Creative Commons Attribution 4.0 (CC BY 4.0),https://www.geoboundaries.org/api/current/gbOpen/FJI/ALL/,geoBoundaries,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,4944.71649,126.701980425,227.40503135,209.640566855,240.350117245,234.447570984,224.121896824,229.052722129,202.026227252,192.531885609,216.651067951,224.953802824,175.04199164,201.45841617,209.841897334,238.015879084,252.706045777,246.449418871,208.940510781,211.265382067,213.172146608,201.188191365,192.798707753,191.087806494
3,FJI-20210102-2,FJI-ADM1-2392783B58557829,Eastern, , ,FJI-20220801,FJI,Fiji,Fiji,0,4,en, , ,1/1/07 0:00,2/1/21 0:00,Pacific Data Hub, ,Creative Commons Attribution 4.0 (CC BY 4.0),https://www.geoboundaries.org/api/current/gbOpen/FJI/ALL/,geoBoundaries,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,1571.28828,137.390592965,239.780020101,246.596301508,264.899497487,257.546050251,258.902231156,264.597708543,234.76201005,230.958552764,247.049527638,254.865929648,212.742030151,222.967115578,228.205788945,249.834170854,270.076542714,264.504241206,234.387698492,225.886190955,230.097688442,217.901226131,219.184201005,191.299698492
4,FJI-20210102-3,FJI-ADM1-2392783B62760992,Northern, , ,FJI-20220801,FJI,Fiji,Fiji,0,4,en, , ,1/1/07 0:00,2/1/21 0:00,Pacific Data Hub, ,Creative Commons Attribution 4.0 (CC BY 4.0),https://www.geoboundaries.org/api/current/gbOpen/FJI/ALL/,geoBoundaries,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,6953.16469,139.415173592,227.30459615,222.919068178,250.569149128,248.032316963,237.604812017,225.2712898,203.101987768,209.997985249,224.088810937,232.436319482,193.604955927,207.745952509,203.995268933,237.552797266,251.482173053,245.413986328,208.317826947,212.168294657,200.519382983,193.648354021,188.291644181,179.947301673
5,FJI-20210102-4,FJI-ADM1-2392783B49665477,Western, , ,FJI-20220801,FJI,Fiji,Fiji,0,4,en, , ,1/1/07 0:00,2/1/21 0:00,Pacific Data Hub, ,Creative Commons Attribution 4.0 (CC BY 4.0),https://www.geoboundaries.org/api/current/gbOpen/FJI/ALL/,geoBoundaries,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,7232.08862,135.584360779,230.686084452,221.638620366,257.320502223,243.63840284,242.559345335,237.548564766,211.587971704,204.743720036,222.697291371,235.892768579,186.301438279,204.233335364,221.608871564,242.520042809,253.594862915,251.606182948,213.972382949,215.875497046,214.223642423,210.189952057,191.581741771,194.517980666
6,FSM-20210716-1,FSM-ADM1-64989084B87605857,Chuuk, , ,FSM-20220801,FSM,Micronesia (Federated States of),Micronesia (Federated States of),0,2,en, , ,1/1/19 0:00,16/07/2021 00:00:00,OCHA ROP,"Federated States of Micronesia Division of Statistics, 2010 Census of Population and Housing and Secretariat of the Pacific Community, Statistics for Development Division",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),https://www.geoboundaries.org/api/current/gbOpen/FSM/ALL/,geoBoundaries,583,FM,FSM,FSM,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,122.86019,79.3336614173,153.892716535,185.121062992,148.368110236,161.796259843,159.380905512,177.450787402,147.845472441,151.054133858,150.298720472,165.44734252,119.035925197,147.404527559,168.911417323,142.141732283,172.235728346,160.500492126,140.681102362,148.455216535,158.989173228,157.936515748,146.002952756,140.710629921
7,FSM-20210716-2,FSM-ADM1-64989084B857262,Kosrae, , ,FSM-20220801,FSM,Micronesia (Federated States of),Micronesia (Federated States of),0,2,en, , ,1/1/19 0:00,16/07/2021 00:00:00,OCHA ROP,"Federated States of Micronesia Division of Statistics, 2010 Census of Population and Housing and Secretariat of the Pacific Community, Statistics for Development Division",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),https://www.geoboundaries.org/api/current/gbOpen/FSM/ALL/,geoBoundaries,583,FM,FSM,FSM,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,112.36136,70.7863660762,135.529253892,151.422973698,152.286634461,143.588298443,116.354804079,127.51798175,127.338164251,110.805152979,127.28287708,163.319377348,99.154589372,114.411701557,117.528717123,80.8341384863,86.718733226,126.113794954,57.6731078905,81.9307568438,81.256575416,84.8615136876,67.8024691358,68.8438003221
8,FSM-20210716-3,FSM-ADM1-64989084B48757476,Pohnpei, , ,FSM-20220801,FSM,Micronesia (Federated States of),Micronesia (Federated States of),0,2,en, , ,1/1/19 0:00,16/07/2021 00:00:00,OCHA ROP,"Federated States of Micronesia Division of Statistics, 2010 Census of Population and Housing and Secretariat of the Pacific Community, Statistics for Development Division",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),https://www.geoboundaries.org/api/current/gbOpen/FSM/ALL/,geoBoundaries,583,FM,FSM,FSM,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,377.70545,84.4862707535,158.864144317,167.424808429,139.775223499,150.492177522,160.48467433,166.556194125,147.39894636,144.635217114,168.178001277,174.843390805,120.12962963,152.530012771,168.710727969,118.214240102,147.888409962,171.05252235,121.099776501,119.232598978,135.292624521,126.692049808,120.866698595,85.2681992337
9,FSM-20210716-4,FSM-ADM1-64989084B24478045,Yap, , ,FSM-20220801,FSM,Micronesia (Federated States of),Micronesia (Federated States of),0,2,en, , ,1/1/19 0:00,16/07/2021 00:00:00,OCHA ROP,"Federated States of Micronesia Division of Statistics, 2010 Census of Population and Housing and Secretariat of the Pacific Community, Statistics for Development Division",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),https://www.geoboundaries.org/api/current/gbOpen/FSM/ALL/,geoBoundaries,583,FM,FSM,FSM,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,118.29311,78.0246280144,187.119548486,193.262185736,177.17085685,196.095946639,175.770138533,180.41662391,160.247819395,161.681888148,166.075936378,161.623396614,143.534120062,157.279117496,188.523345305,149.873268343,201.107234479,193.207285788,141.330425859,168.486916367,192.468445357,173.951257055,144.64545921,160.269368907
