FID,adm1_id,adm1_src,adm1_name,adm1_name1,adm1_name2,adm0_id,adm0_src,adm0_name,adm0_name1,adm0_name2,src_lvl,src_lang,src_lang1,src_lang2,src_date,src_update,src_name,src_name1,src_lic,src_url,src_grp,iso_cd,iso_2,iso_3,iso_3_grp,region3_cd,region3_nm,region2_cd,region2_nm,region1_cd,region1_nm,status_cd,status_nm,wld_date,wld_update,wld_view,wld_notes,SqKM,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,COK-20220801, , , , ,COK-20220801,COK,Cook Islands (NZ),Cook Islands,0,0, , , ,,, , , , , ,184,CK,COK,NZL,61,Polynesia,61,Polynesia,9,Oceania,5,Territory/Self-governing territory,22/08/2022 00:00:00,1/8/22 0:00,intl, ,281.30799,47.1892808684,39.5006784261,50.4744459521,29.7408412483,31.9821347806,33.0443238354,23.315920398,42.7320217096,44.5192220715,38.0669380371,39.84192673,55.8509724107,41.7191316147,46.7440072365,36.7510176391,37.9669832655,28.4889190412,37.6926729986,45.7514699231,32.4434644957,34.6931252827,32.1424694708,47.2985074627
1,CPT-20220801, , , , ,CPT-20220801,CPT,Clipperton Island (Fr.),Clipperton Island,0,0, , , ,,, , , , , ,900,CP,CPT,FRA,61,Polynesia,61,Polynesia,9,Oceania,5,Territory/Self-governing territory,22/08/2022 00:00:00,1/8/22 0:00,intl, ,9.20328,12.0,19.6821192053,31.0,35.6821192053,22.0,43.0,29.0,35.0463576159,25.4569536424,40.0,19.0,21.0,34.0,34.0,26.7682119205,21.0,23.0,30.9536423841,30.0,56.1721854305,29.4503311258,52.3245033113,19.0
2,FJI-20210102-1,FJI-ADM1-2392783B24185004,Central, , ,FJI-20220801,FJI,Fiji,Fiji,0,4,en, , ,1/1/07 0:00,2/1/21 0:00,Pacific Data Hub, ,Creative Commons Attribution 4.0 (CC BY 4.0),https://www.geoboundaries.org/api/current/gbOpen/FJI/ALL/,geoBoundaries,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,4944.71649,15.8513151858,29.3558648111,26.8565912219,37.2561426314,35.3555462099,40.338762298,30.4524009787,53.3213666718,36.2527527145,25.8467528164,48.3914971708,21.7096013662,28.8962379569,24.3448539532,33.5715578325,47.4300861498,36.7603099353,46.2997527655,36.8245144518,28.2138451343,30.1988708773,28.1536677372,43.7750420554
3,FJI-20210102-2,FJI-ADM1-2392783B58557829,Eastern, , ,FJI-20220801,FJI,Fiji,Fiji,0,4,en, , ,1/1/07 0:00,2/1/21 0:00,Pacific Data Hub, ,Creative Commons Attribution 4.0 (CC BY 4.0),https://www.geoboundaries.org/api/current/gbOpen/FJI/ALL/,geoBoundaries,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,1571.28828,25.3128844221,32.4537085427,35.8016884422,50.183839196,42.4136683417,41.9670351759,40.3007437186,50.928361809,49.9395376884,43.247798995,54.8121407035,33.8508944724,33.6756984925,29.4610653266,53.2922211055,68.1530854271,45.8216281407,40.2538693467,50.5826331658,38.5946130653,32.1742713568,30.6216281407,36.4303919598
4,FJI-20210102-3,FJI-ADM1-2392783B62760992,Northern, , ,FJI-20220801,FJI,Fiji,Fiji,0,4,en, , ,1/1/07 0:00,2/1/21 0:00,Pacific Data Hub, ,Creative Commons Attribution 4.0 (CC BY 4.0),https://www.geoboundaries.org/api/current/gbOpen/FJI/ALL/,geoBoundaries,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,6953.16469,22.6024015111,32.7717754992,33.006988667,60.5276308689,41.8868591473,42.4017719014,37.0403849613,36.4524374888,44.6557294477,43.9572045332,49.5312646159,33.1548300054,36.5796636086,25.6778737183,75.5169814715,46.2053966541,46.0600917431,57.1050188883,67.7190142112,37.387722612,31.5830994783,39.1644630329,37.5186724231
5,FJI-20210102-4,FJI-ADM1-2392783B49665477,Western, , ,FJI-20220801,FJI,Fiji,Fiji,0,4,en, , ,1/1/07 0:00,2/1/21 0:00,Pacific Data Hub, ,Creative Commons Attribution 4.0 (CC BY 4.0),https://www.geoboundaries.org/api/current/gbOpen/FJI/ALL/,geoBoundaries,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,7232.08862,17.8590956156,31.8592783371,27.4533407582,40.6127174168,37.4749715041,39.7637236903,32.2596994666,60.9709559815,38.8927946819,25.4689155914,56.594366957,24.6160847132,28.5972818001,25.1527116742,32.9731225365,42.0282696273,39.3768761583,47.065327289,42.7266225235,35.083016471,26.1462294112,30.967510376,45.9037927764
6,FSM-20210716-1,FSM-ADM1-64989084B87605857,Chuuk, , ,FSM-20220801,FSM,Micronesia (Federated States of),Micronesia (Federated States of),0,2,en, , ,1/1/19 0:00,16/07/2021 00:00:00,OCHA ROP,"Federated States of Micronesia Division of Statistics, 2010 Census of Population and Housing and Secretariat of the Pacific Community, Statistics for Development Division",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),https://www.geoboundaries.org/api/current/gbOpen/FSM/ALL/,geoBoundaries,583,FM,FSM,FSM,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,122.86019,11.2573818898,14.4827755906,16.593011811,19.4955708661,18.5565944882,31.9749015748,24.2239173228,15.5782480315,14.0054133858,22.9463582677,32.5492125984,10.8297244094,22.4419291339,19.9247047244,16.0147637795,22.436515748,28.9173228346,13.1633858268,16.8513779528,25.4552165354,25.8090551181,23.688976378,17.1540354331
7,FSM-20210716-2,FSM-ADM1-64989084B857262,Kosrae, , ,FSM-20220801,FSM,Micronesia (Federated States of),Micronesia (Federated States of),0,2,en, , ,1/1/19 0:00,16/07/2021 00:00:00,OCHA ROP,"Federated States of Micronesia Division of Statistics, 2010 Census of Population and Housing and Secretariat of the Pacific Community, Statistics for Development Division",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),https://www.geoboundaries.org/api/current/gbOpen/FSM/ALL/,geoBoundaries,583,FM,FSM,FSM,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,112.36136,10.0010735373,22.6639828234,14.6548577563,15.6843800322,15.56575416,17.998389694,14.8319914117,12.6468062265,17.1862587225,14.6849168009,35.088030059,10.1003757381,16.1878690284,18.050993022,9.40794417606,17.1953837896,27.3107890499,6.81427804616,11.1492216855,11.6468062265,11.4787976382,16.0,13.6328502415
8,FSM-20210716-3,FSM-ADM1-64989084B48757476,Pohnpei, , ,FSM-20220801,FSM,Micronesia (Federated States of),Micronesia (Federated States of),0,2,en, , ,1/1/19 0:00,16/07/2021 00:00:00,OCHA ROP,"Federated States of Micronesia Division of Statistics, 2010 Census of Population and Housing and Secretariat of the Pacific Community, Statistics for Development Division",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),https://www.geoboundaries.org/api/current/gbOpen/FSM/ALL/,geoBoundaries,583,FM,FSM,FSM,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,377.70545,14.0458173691,20.3180076628,16.1708173691,22.2999680715,12.8631864623,31.6829501916,19.5126117497,20.7262132822,13.7780970626,23.6558109834,42.3568007663,12.9811621967,21.4771711367,17.782247765,17.033844189,18.9985632184,61.4634418902,9.74904214559,12.1077586207,20.9910600255,17.9880268199,19.4557790549,17.9026181354
9,FSM-20210716-4,FSM-ADM1-64989084B24478045,Yap, , ,FSM-20220801,FSM,Micronesia (Federated States of),Micronesia (Federated States of),0,2,en, , ,1/1/19 0:00,16/07/2021 00:00:00,OCHA ROP,"Federated States of Micronesia Division of Statistics, 2010 Census of Population and Housing and Secretariat of the Pacific Community, Statistics for Development Division",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),https://www.geoboundaries.org/api/current/gbOpen/FSM/ALL/,geoBoundaries,583,FM,FSM,FSM,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,118.29311,13.8907131862,28.6126218574,28.5418163161,29.5972293484,20.5469471524,34.5551564905,21.1457157517,16.8902001026,25.2945100051,16.5064135454,39.824012314,12.9569009749,31.8111852232,27.1821446896,21.6423807081,26.7044638276,85.6587993843,13.8517188302,26.7742432016,50.4771677783,40.9425346331,15.4417650077,14.7116469985
