FID,adm1_id,adm1_src,adm1_name,adm1_name1,adm1_name2,adm0_id,adm0_src,adm0_name,adm0_name1,adm0_name2,src_lvl,src_lang,src_lang1,src_lang2,src_date,src_update,src_name,src_name1,src_lic,src_url,src_grp,iso_cd,iso_2,iso_3,iso_3_grp,region3_cd,region3_nm,region2_cd,region2_nm,region1_cd,region1_nm,status_cd,status_nm,wld_date,wld_update,wld_view,wld_notes,SqKM,200006,200007,200008,200009,200010,200011,200012,200101,200102,200103,200104,200105,200106,200107,200108,200109,200110,200111,200112,200201,200202,200203,200204,200205,200206,200207,200208,200209,200210,200211,200212,200301,200302,200303,200304,200305,200306,200307,200308,200309,200310,200311,200312,200401,200402,200403,200404,200405,200406,200407,200408,200409,200410,200411,200412,200501,200502,200503,200504,200505,200506,200507,200508,200509,200510,200511,200512,200601,200602,200603,200604,200605,200606,200607,200608,200609,200610,200611,200612,200701,200702,200703,200704,200705,200706,200707,200708,200709,200710,200711,200712,200801,200802,200803,200804,200805,200806,200807,200808,200809,200810,200811,200812,200901,200902,200903,200904,200905,200906,200907,200908,200909,200910,200911,200912,201001,201002,201003,201004,201005,201006,201007,201008,201009,201010,201011,201012,201101,201102,201103,201104,201105,201106,201107,201108,201109,201110,201111,201112,201201,201202,201203,201204,201205,201206,201207,201208,201209,201210,201211,201212,201301,201302,201303,201304,201305,201306,201307,201308,201309,201310,201311,201312,201401,201402,201403,201404,201405,201406,201407,201408,201409,201410,201411,201412,201501,201502,201503,201504,201505,201506,201507,201508,201509,201510,201511,201512,201601,201602,201603,201604,201605,201606,201607,201608,201609,201610,201611,201612,201701,201702,201703,201704,201705,201706,201707,201708,201709,201710,201711,201712,201801,201802,201803,201804,201805,201806,201807,201808,201809,201810,201811,201812,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012,202101,202102,202103,202104,202105,202106,202107,202108,202109,202110,202111,202112,202201,202202,202203,202204,202205,202206,202207,202208,202209,202210,202211,202212,202301,202302,202303,202304,202305
0,COK-20220801, , , , ,COK-20220801,COK,Cook Islands (NZ),Cook Islands,0,0, , , ,,, , , , , ,184,CK,COK,NZL,61,Polynesia,61,Polynesia,9,Oceania,5,Territory/Self-governing territory,22/08/2022 00:00:00,1/8/22 0:00,intl, ,281.30799,29.0,28.0,28.0,27.0,30.0,27.0,25.0,21.0,18.0,19.0,21.0,28.0,24.0,27.0,29.0,24.0,26.0,27.0,24.0,24.0,24.0,26.0,26.0,29.0,29.0,30.0,27.0,29.0,26.0,24.0,25.0,22.0,18.0,21.0,26.0,25.0,28.0,29.0,26.0,28.0,28.0,24.0,23.0,24.0,16.0,23.0,26.0,25.0,26.0,29.0,29.0,28.0,26.0,24.0,27.0,23.0,20.0,28.0,25.0,29.0,24.0,24.0,28.0,28.0,25.0,24.0,24.0,21.0,15.0,26.0,24.0,26.0,26.0,30.0,27.0,24.0,29.0,24.0,25.0,25.0,21.0,19.0,23.0,23.0,26.0,28.0,29.0,27.0,27.0,23.0,29.0,24.0,23.0,22.0,21.0,26.0,28.0,29.0,28.0,25.0,30.0,25.0,25.0,26.0,21.0,21.0,23.0,29.0,24.0,30.0,28.0,27.0,25.0,24.0,26.0,23.0,20.0,28.0,23.0,27.0,30.0,28.0,27.0,29.0,28.0,25.0,27.0,20.0,21.0,24.0,25.0,27.0,27.0,30.0,31.0,29.0,27.0,22.0,26.0,22.0,23.0,20.0,24.0,19.0,29.0,26.0,29.0,25.0,30.0,29.0,24.0,21.0,26.0,26.0,26.0,30.0,27.0,27.0,29.0,27.0,27.0,29.0,25.0,20.0,23.0,21.0,24.0,28.0,27.0,29.0,29.0,30.0,26.0,25.0,24.0,20.0,23.0,15.0,25.0,28.0,24.0,30.0,28.0,29.0,27.0,26.0,27.0,28.0,19.0,19.0,25.0,27.0,29.0,25.0,28.0,25.0,28.0,27.0,23.0,25.0,19.0,21.0,21.0,28.0,26.0,30.0,28.0,28.0,25.0,26.0,22.0,24.0,16.0,23.0,20.0,26.0,28.0,26.0,28.0,28.0,28.0,25.0,24.0,18.0,21.0,24.0,23.0,26.0,27.0,28.0,29.0,25.0,25.0,24.0,25.0,18.0,16.0,24.0,23.0,25.0,29.0,25.0,27.0,27.0,24.0,24.0,28.0,24.0,19.0,21.0,24.0,28.0,23.0,27.0,28.0,29.0,27.0,26.0,24.0,19.0,21.0,26.0,25.0,22.0,25.0,28.0,28.0,28.0,28.0,28.0,23.0,23.0,23.0,23.0,24.0,22.0
1,CPT-20220801, , , , ,CPT-20220801,CPT,Clipperton Island (Fr.),Clipperton Island,0,0, , , ,,, , , , , ,900,CP,CPT,FRA,61,Polynesia,61,Polynesia,9,Oceania,5,Territory/Self-governing territory,22/08/2022 00:00:00,1/8/22 0:00,intl, ,9.20328,10.0,12.0,7.0,12.0,11.0,14.0,22.0,16.0,22.0,21.0,19.0,18.0,11.0,9.0,7.0,17.0,8.0,22.0,21.0,20.0,22.0,27.0,25.0,12.0,16.0,8.0,11.0,7.0,13.0,21.0,20.0,22.0,27.0,24.0,21.0,13.0,15.0,6.0,6.0,15.0,19.0,17.0,27.0,26.0,26.0,23.0,25.0,7.0,12.0,7.0,6.0,13.0,12.0,21.0,27.0,27.0,27.0,23.0,26.0,14.0,13.0,13.0,16.0,9.0,13.0,18.0,22.0,25.0,20.0,28.0,22.0,15.0,13.0,6.0,10.0,15.0,9.0,14.0,28.0,23.0,22.0,23.0,17.0,5.0,14.0,11.0,10.0,14.0,20.0,20.0,22.0,21.0,20.0,20.0,18.0,14.0,11.0,11.0,14.0,12.0,17.0,27.0,22.0,23.0,26.0,30.0,24.0,14.0,8.0,6.0,5.0,14.0,12.0,21.0,22.0,20.0,21.0,27.0,20.0,20.0,11.0,15.0,8.0,11.0,17.0,14.0,26.0,17.0,21.0,22.0,21.0,15.0,16.0,15.0,15.0,14.0,13.0,19.0,20.0,19.0,13.0,29.0,26.0,17.0,16.0,8.0,11.0,8.0,16.0,23.0,23.0,27.0,23.0,29.0,17.0,9.0,7.0,14.0,10.0,11.0,14.0,14.0,27.0,24.0,20.0,25.0,21.0,13.0,11.0,6.0,7.0,11.0,18.0,9.0,21.0,18.0,17.0,20.0,21.0,11.0,13.0,11.0,7.0,10.0,10.0,11.0,17.0,16.0,21.0,27.0,21.0,9.0,11.0,5.0,10.0,8.0,14.0,19.0,21.0,25.0,18.0,29.0,17.0,20.0,13.0,9.0,8.0,11.0,13.0,18.0,22.0,25.0,23.0,20.0,17.0,11.0,5.0,7.0,9.0,10.0,12.0,15.0,24.0,25.0,23.0,27.0,14.0,20.0,15.0,9.0,9.0,7.0,16.0,11.0,21.0,25.0,25.0,26.0,23.0,13.0,6.0,10.0,13.0,11.0,9.0,11.0,20.0,14.0,21.0,26.0,22.0,10.0,2.0,9.0,11.0,9.0,11.0,13.0,22.0,24.0,16.0,21.0,14.0,7.0,8.0,6.0,5.0,8.0,9.0,17.0,22.0,24.0,24.0,27.0,23.0,19.0
2,FJI-20210102-1,FJI-ADM1-2392783B24185004,Central, , ,FJI-20220801,FJI,Fiji,Fiji,0,4,en, , ,1/1/07 0:00,2/1/21 0:00,Pacific Data Hub, ,Creative Commons Attribution 4.0 (CC BY 4.0),https://www.geoboundaries.org/api/current/gbOpen/FJI/ALL/,geoBoundaries,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,4944.71649,26.0,25.0,28.0,22.0,18.0,20.0,19.0,13.0,16.0,16.0,19.0,25.0,29.0,29.0,28.0,27.0,26.0,26.0,23.0,18.0,17.0,21.0,11.0,25.0,28.0,27.0,26.0,25.0,27.0,20.0,25.0,19.0,23.0,17.0,18.0,25.0,29.0,28.0,29.0,30.0,29.0,22.0,17.0,28.0,14.0,17.0,24.0,31.0,21.0,28.0,21.0,26.0,30.0,28.0,22.0,19.0,26.0,19.0,15.0,31.0,26.0,27.0,28.0,26.0,25.0,19.0,22.0,21.0,19.0,19.0,21.0,24.0,28.0,30.0,27.0,25.0,24.0,26.0,21.0,25.0,14.0,13.0,16.0,25.0,30.0,26.0,28.0,19.0,22.0,17.0,19.0,16.0,17.0,19.0,18.0,18.0,22.0,28.0,31.0,25.0,25.0,19.0,17.0,12.0,13.0,15.0,20.0,22.0,23.0,28.0,26.0,23.0,29.0,28.0,26.0,29.0,22.0,20.0,17.0,24.0,27.0,29.0,30.0,30.0,20.0,14.0,17.0,16.0,11.0,14.0,17.0,18.0,25.0,26.0,28.0,21.0,20.0,22.0,16.0,13.0,13.0,18.0,15.0,25.0,21.0,28.0,27.0,19.0,23.0,18.0,22.0,24.0,15.0,16.0,23.0,23.0,27.0,28.0,27.0,23.0,19.0,16.0,21.0,19.0,14.0,21.0,22.0,27.0,29.0,30.0,30.0,29.0,17.0,23.0,20.0,18.0,10.0,24.0,27.0,30.0,29.0,29.0,28.0,26.0,29.0,30.0,20.0,27.0,19.0,20.0,22.0,28.0,28.0,30.0,21.0,30.0,26.0,22.0,19.0,15.0,10.0,15.0,24.0,28.0,28.0,30.0,27.0,25.0,25.0,12.0,21.0,19.0,12.0,16.0,20.0,27.0,27.0,29.0,31.0,24.0,15.0,22.0,18.0,15.0,15.0,16.0,15.0,30.0,25.0,28.0,29.0,24.0,20.0,20.0,23.0,27.0,27.0,8.0,16.0,25.0,24.0,27.0,28.0,24.0,20.0,19.0,13.0,11.0,15.0,16.0,22.0,19.0,27.0,30.0,28.0,22.0,25.0,14.0,16.0,14.0,13.0,6.0,16.0,24.0,25.0,31.0,29.0,27.0,18.0,20.0,16.0,12.0,9.0,18.0,21.0,23.0
3,FJI-20210102-2,FJI-ADM1-2392783B58557829,Eastern, , ,FJI-20220801,FJI,Fiji,Fiji,0,4,en, , ,1/1/07 0:00,2/1/21 0:00,Pacific Data Hub, ,Creative Commons Attribution 4.0 (CC BY 4.0),https://www.geoboundaries.org/api/current/gbOpen/FJI/ALL/,geoBoundaries,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,1571.28828,25.0,26.0,29.0,25.0,21.0,22.0,21.0,20.0,21.0,24.0,21.0,28.0,29.0,29.0,27.0,28.0,28.0,25.0,23.0,22.0,19.0,23.0,19.0,27.0,30.0,26.0,27.0,26.0,28.0,28.0,28.0,23.0,26.0,22.0,25.0,26.0,29.0,29.0,28.0,29.0,29.0,26.0,25.0,31.0,22.0,19.0,24.0,30.0,22.0,29.0,22.0,27.0,30.0,29.0,27.0,24.0,28.0,24.0,19.0,30.0,26.0,28.0,28.0,25.0,27.0,24.0,27.0,21.0,23.0,28.0,24.0,25.0,29.0,30.0,29.0,26.0,26.0,29.0,28.0,28.0,19.0,20.0,20.0,27.0,30.0,28.0,30.0,20.0,24.0,21.0,20.0,18.0,21.0,22.0,27.0,21.0,20.0,30.0,31.0,25.0,29.0,19.0,25.0,18.0,19.0,22.0,21.0,25.0,24.0,30.0,27.0,25.0,30.0,29.0,27.0,31.0,25.0,23.0,20.0,26.0,28.0,29.0,31.0,30.0,25.0,21.0,24.0,17.0,16.0,22.0,20.0,22.0,24.0,29.0,29.0,24.0,24.0,23.0,22.0,23.0,21.0,22.0,19.0,25.0,27.0,31.0,29.0,21.0,25.0,23.0,26.0,28.0,17.0,17.0,26.0,28.0,27.0,27.0,28.0,25.0,25.0,22.0,23.0,26.0,19.0,24.0,25.0,28.0,28.0,29.0,31.0,29.0,22.0,27.0,28.0,22.0,18.0,25.0,29.0,31.0,28.0,30.0,27.0,26.0,29.0,30.0,28.0,28.0,22.0,27.0,23.0,29.0,28.0,30.0,21.0,30.0,24.0,27.0,21.0,21.0,14.0,25.0,29.0,28.0,29.0,30.0,27.0,26.0,26.0,18.0,26.0,23.0,17.0,21.0,20.0,27.0,26.0,31.0,31.0,23.0,26.0,27.0,24.0,17.0,19.0,22.0,18.0,29.0,25.0,29.0,29.0,25.0,24.0,24.0,25.0,27.0,28.0,15.0,19.0,26.0,26.0,26.0,28.0,25.0,23.0,27.0,26.0,17.0,21.0,21.0,25.0,21.0,27.0,30.0,29.0,23.0,29.0,22.0,21.0,16.0,16.0,12.0,20.0,25.0,28.0,29.0,28.0,25.0,20.0,24.0,20.0,20.0,11.0,18.0,24.0,25.0
4,FJI-20210102-3,FJI-ADM1-2392783B62760992,Northern, , ,FJI-20220801,FJI,Fiji,Fiji,0,4,en, , ,1/1/07 0:00,2/1/21 0:00,Pacific Data Hub, ,Creative Commons Attribution 4.0 (CC BY 4.0),https://www.geoboundaries.org/api/current/gbOpen/FJI/ALL/,geoBoundaries,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,6953.16469,27.0,25.0,30.0,26.0,23.0,19.0,17.0,19.0,18.0,17.0,21.0,25.0,27.0,30.0,28.0,26.0,27.0,26.0,24.0,18.0,19.0,22.0,18.0,24.0,30.0,26.0,27.0,25.0,29.0,21.0,26.0,22.0,25.0,22.0,18.0,25.0,30.0,30.0,31.0,30.0,29.0,23.0,18.0,28.0,19.0,22.0,23.0,30.0,20.0,29.0,25.0,27.0,30.0,27.0,23.0,19.0,25.0,25.0,16.0,31.0,26.0,29.0,29.0,24.0,25.0,22.0,20.0,18.0,14.0,23.0,23.0,22.0,28.0,30.0,28.0,26.0,27.0,25.0,19.0,28.0,12.0,19.0,17.0,25.0,30.0,26.0,29.0,20.0,20.0,17.0,19.0,13.0,23.0,21.0,21.0,21.0,22.0,30.0,31.0,25.0,26.0,21.0,22.0,15.0,17.0,17.0,21.0,26.0,22.0,29.0,27.0,23.0,31.0,26.0,24.0,28.0,24.0,25.0,22.0,28.0,27.0,28.0,31.0,28.0,21.0,15.0,15.0,17.0,15.0,21.0,20.0,21.0,25.0,29.0,29.0,27.0,24.0,15.0,20.0,15.0,13.0,21.0,16.0,27.0,25.0,30.0,29.0,22.0,25.0,19.0,22.0,20.0,15.0,12.0,22.0,24.0,27.0,28.0,26.0,24.0,19.0,21.0,21.0,23.0,18.0,22.0,23.0,28.0,30.0,31.0,30.0,28.0,22.0,23.0,21.0,24.0,13.0,21.0,27.0,30.0,28.0,31.0,27.0,27.0,28.0,29.0,22.0,30.0,22.0,21.0,19.0,30.0,29.0,30.0,24.0,29.0,24.0,25.0,19.0,21.0,10.0,15.0,26.0,27.0,30.0,29.0,28.0,27.0,25.0,13.0,18.0,21.0,15.0,15.0,19.0,27.0,27.0,29.0,31.0,26.0,15.0,25.0,20.0,12.0,17.0,21.0,18.0,29.0,25.0,28.0,29.0,26.0,19.0,17.0,24.0,25.0,28.0,14.0,14.0,25.0,25.0,28.0,29.0,23.0,21.0,20.0,14.0,14.0,12.0,17.0,23.0,19.0,28.0,31.0,30.0,23.0,27.0,20.0,17.0,11.0,18.0,10.0,16.0,22.0,25.0,28.0,25.0,28.0,20.0,24.0,20.0,17.0,12.0,17.0,23.0,23.0
5,FJI-20210102-4,FJI-ADM1-2392783B49665477,Western, , ,FJI-20220801,FJI,Fiji,Fiji,0,4,en, , ,1/1/07 0:00,2/1/21 0:00,Pacific Data Hub, ,Creative Commons Attribution 4.0 (CC BY 4.0),https://www.geoboundaries.org/api/current/gbOpen/FJI/ALL/,geoBoundaries,242,FJ,FJI,FJI,54,Melanesia,54,Melanesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,7232.08862,27.0,24.0,27.0,22.0,21.0,22.0,21.0,15.0,17.0,20.0,22.0,25.0,29.0,30.0,26.0,27.0,26.0,27.0,24.0,18.0,16.0,23.0,16.0,26.0,28.0,27.0,27.0,25.0,27.0,21.0,27.0,24.0,25.0,22.0,25.0,26.0,29.0,28.0,29.0,30.0,29.0,23.0,24.0,30.0,13.0,19.0,24.0,31.0,23.0,28.0,22.0,26.0,29.0,29.0,25.0,18.0,27.0,24.0,17.0,30.0,26.0,29.0,29.0,28.0,26.0,21.0,25.0,20.0,19.0,23.0,23.0,27.0,29.0,30.0,29.0,25.0,27.0,27.0,24.0,26.0,16.0,14.0,18.0,28.0,30.0,27.0,30.0,23.0,24.0,16.0,22.0,16.0,17.0,20.0,21.0,19.0,23.0,30.0,31.0,28.0,27.0,21.0,22.0,14.0,16.0,16.0,22.0,23.0,23.0,29.0,28.0,25.0,29.0,28.0,26.0,29.0,23.0,23.0,22.0,26.0,28.0,29.0,31.0,30.0,22.0,17.0,19.0,18.0,16.0,18.0,23.0,20.0,26.0,27.0,29.0,25.0,22.0,23.0,18.0,17.0,15.0,20.0,20.0,27.0,24.0,30.0,27.0,22.0,26.0,19.0,27.0,26.0,17.0,18.0,24.0,23.0,28.0,29.0,28.0,24.0,21.0,19.0,22.0,21.0,16.0,25.0,23.0,27.0,30.0,30.0,30.0,28.0,21.0,25.0,21.0,19.0,9.0,22.0,28.0,31.0,29.0,31.0,28.0,26.0,27.0,30.0,21.0,30.0,21.0,20.0,22.0,28.0,28.0,30.0,22.0,30.0,23.0,24.0,20.0,15.0,10.0,17.0,24.0,28.0,28.0,30.0,27.0,28.0,28.0,14.0,21.0,22.0,13.0,14.0,20.0,26.0,27.0,29.0,31.0,26.0,17.0,25.0,21.0,16.0,18.0,17.0,19.0,30.0,25.0,28.0,29.0,24.0,21.0,20.0,25.0,27.0,28.0,18.0,16.0,26.0,25.0,29.0,29.0,25.0,19.0,19.0,16.0,18.0,16.0,18.0,23.0,19.0,28.0,31.0,30.0,23.0,27.0,18.0,15.0,15.0,13.0,12.0,17.0,27.0,27.0,31.0,30.0,28.0,20.0,22.0,15.0,12.0,11.0,17.0,23.0,24.0
6,FSM-20210716-1,FSM-ADM1-64989084B87605857,Chuuk, , ,FSM-20220801,FSM,Micronesia (Federated States of),Micronesia (Federated States of),0,2,en, , ,1/1/19 0:00,16/07/2021 00:00:00,OCHA ROP,"Federated States of Micronesia Division of Statistics, 2010 Census of Population and Housing and Secretariat of the Pacific Community, Statistics for Development Division",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),https://www.geoboundaries.org/api/current/gbOpen/FSM/ALL/,geoBoundaries,583,FM,FSM,FSM,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,122.86019,16.0,17.0,12.0,20.0,17.0,19.0,18.0,18.0,21.0,24.0,21.0,18.0,19.0,19.0,12.0,22.0,17.0,19.0,21.0,26.0,21.0,27.0,17.0,15.0,14.0,18.0,18.0,18.0,21.0,19.0,26.0,26.0,22.0,28.0,18.0,14.0,15.0,12.0,16.0,13.0,22.0,18.0,19.0,25.0,22.0,23.0,19.0,18.0,13.0,21.0,15.0,20.0,23.0,25.0,19.0,19.0,26.0,23.0,21.0,19.0,18.0,18.0,13.0,14.0,19.0,22.0,20.0,23.0,23.0,25.0,27.0,19.0,19.0,14.0,18.0,18.0,18.0,20.0,20.0,25.0,22.0,21.0,22.0,15.0,14.0,20.0,17.0,12.0,19.0,14.0,18.0,21.0,23.0,22.0,19.0,14.0,18.0,21.0,19.0,17.0,17.0,17.0,26.0,23.0,21.0,25.0,17.0,17.0,25.0,12.0,21.0,13.0,16.0,13.0,22.0,25.0,27.0,23.0,23.0,22.0,18.0,16.0,12.0,15.0,13.0,18.0,23.0,19.0,17.0,18.0,20.0,16.0,13.0,12.0,13.0,14.0,19.0,15.0,24.0,28.0,23.0,27.0,23.0,13.0,15.0,10.0,11.0,16.0,17.0,21.0,20.0,26.0,20.0,21.0,24.0,25.0,15.0,21.0,18.0,13.0,16.0,19.0,24.0,26.0,16.0,24.0,16.0,17.0,15.0,11.0,19.0,15.0,17.0,20.0,21.0,26.0,15.0,23.0,19.0,19.0,18.0,21.0,19.0,14.0,20.0,21.0,24.0,25.0,26.0,31.0,20.0,17.0,16.0,18.0,17.0,15.0,13.0,14.0,14.0,21.0,19.0,19.0,20.0,24.0,17.0,16.0,20.0,14.0,15.0,16.0,15.0,17.0,19.0,22.0,21.0,16.0,17.0,15.0,14.0,15.0,22.0,22.0,24.0,18.0,22.0,20.0,21.0,24.0,15.0,18.0,15.0,20.0,20.0,16.0,21.0,24.0,24.0,27.0,21.0,19.0,15.0,19.0,18.0,19.0,15.0,14.0,13.0,24.0,27.0,15.0,23.0,13.0,20.0,18.0,22.0,15.0,20.0,13.0,19.0,27.0,27.0,17.0,11.0,18.0,18.0,9.0,18.0,16.0,16.0,17.0,16.0,20.0,18.0,21.0,12.0,10.0
7,FSM-20210716-2,FSM-ADM1-64989084B857262,Kosrae, , ,FSM-20220801,FSM,Micronesia (Federated States of),Micronesia (Federated States of),0,2,en, , ,1/1/19 0:00,16/07/2021 00:00:00,OCHA ROP,"Federated States of Micronesia Division of Statistics, 2010 Census of Population and Housing and Secretariat of the Pacific Community, Statistics for Development Division",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),https://www.geoboundaries.org/api/current/gbOpen/FSM/ALL/,geoBoundaries,583,FM,FSM,FSM,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,112.36136,14.0,10.0,8.0,14.0,8.0,13.0,11.0,8.0,10.0,24.0,12.0,11.0,12.0,15.0,12.0,17.0,9.0,13.0,9.0,13.0,11.0,15.0,15.0,14.0,12.0,14.0,14.0,15.0,15.0,11.0,18.0,19.0,17.0,15.0,12.0,10.0,15.0,6.0,17.0,9.0,15.0,17.0,14.0,22.0,14.0,10.0,7.0,9.0,8.0,18.0,10.0,14.0,17.0,14.0,17.0,10.0,23.0,15.0,6.0,13.0,8.0,11.0,8.0,7.0,13.0,7.0,6.0,10.0,17.0,12.0,9.0,15.0,8.0,7.0,12.0,13.0,13.0,13.0,12.0,17.0,12.0,16.0,11.0,13.0,10.0,11.0,12.0,8.0,11.0,8.0,10.0,18.0,10.0,13.0,5.0,9.0,11.0,10.0,9.0,4.0,10.0,8.0,14.0,12.0,9.0,14.0,13.0,12.0,15.0,7.0,17.0,8.0,11.0,14.0,7.0,15.0,27.0,13.0,8.0,14.0,12.0,11.0,10.0,15.0,12.0,16.0,21.0,18.0,11.0,13.0,13.0,8.0,4.0,7.0,6.0,4.0,7.0,13.0,10.0,22.0,10.0,12.0,12.0,11.0,11.0,2.0,12.0,8.0,12.0,4.0,13.0,20.0,11.0,15.0,9.0,12.0,9.0,11.0,12.0,10.0,9.0,7.0,16.0,17.0,6.0,10.0,8.0,6.0,9.0,8.0,14.0,9.0,12.0,12.0,11.0,11.0,8.0,13.0,11.0,10.0,5.0,14.0,14.0,15.0,15.0,21.0,11.0,19.0,19.0,24.0,22.0,8.0,12.0,13.0,9.0,8.0,11.0,11.0,5.0,8.0,4.0,4.0,8.0,10.0,5.0,7.0,5.0,6.0,10.0,8.0,5.0,5.0,13.0,6.0,6.0,9.0,12.0,12.0,8.0,11.0,18.0,12.0,10.0,13.0,13.0,9.0,8.0,5.0,7.0,10.0,9.0,16.0,9.0,8.0,12.0,15.0,10.0,16.0,2.0,8.0,9.0,7.0,11.0,9.0,10.0,7.0,4.0,10.0,15.0,3.0,3.0,1.0,9.0,4.0,8.0,7.0,13.0,4.0,10.0,13.0,7.0,3.0,2.0,4.0,7.0,1.0,7.0,14.0,11.0,10.0,8.0,11.0,8.0,15.0,5.0,7.0
8,FSM-20210716-3,FSM-ADM1-64989084B48757476,Pohnpei, , ,FSM-20220801,FSM,Micronesia (Federated States of),Micronesia (Federated States of),0,2,en, , ,1/1/19 0:00,16/07/2021 00:00:00,OCHA ROP,"Federated States of Micronesia Division of Statistics, 2010 Census of Population and Housing and Secretariat of the Pacific Community, Statistics for Development Division",Creative Commons Attribution 3.0 Intergovernmental Organisations (CC BY 3.0 IGO),https://www.geoboundaries.org/api/current/gbOpen/FSM/ALL/,geoBoundaries,583,FM,FSM,FSM,57,Micronesia,57,Micronesia,9,Oceania,1,State,22/08/2022 00:00:00,1/8/22 0:00,intl, ,377.70545,17.0,22.0,15.0,21.0,17.0,18.0,17.0,21.0,21.0,24.0,19.0,21.0,16.0,21.0,11.0,19.0,21.0,19.0,18.0,25.0,18.0,25.0,15.0,11.0,16.0,18.0,19.0,18.0,22.0,19.0,26.0,21.0,24.0,23.0,18.0,18.0,16.0,12.0,16.0,14.0,17.0,19.0,17.0,26.0,17.0,21.0,15.0,13.0,12.0,20.0,16.0,18.0,21.0,22.0,19.0,21.0,25.0,21.0,16.0,17.0,13.0,16.0,17.0,12.0,17.0,17.0,18.0,18.0,21.0,23.0,21.0,24.0,16.0,16.0,16.0,18.0,19.0,19.0,18.0,26.0,18.0,23.0,13.0,14.0,15.0,18.0,24.0,20.0,28.0,13.0,23.0,20.0,22.0,27.0,21.0,16.0,14.0,16.0,19.0,15.0,21.0,18.0,20.0,24.0,19.0,24.0,23.0,18.0,22.0,10.0,24.0,11.0,14.0,18.0,19.0,22.0,26.0,20.0,17.0,20.0,20.0,26.0,22.0,28.0,28.0,25.0,30.0,26.0,28.0,22.0,21.0,12.0,13.0,16.0,16.0,9.0,22.0,21.0,17.0,27.0,17.0,23.0,19.0,13.0,15.0,11.0,16.0,17.0,16.0,18.0,20.0,22.0,22.0,23.0,19.0,20.0,14.0,20.0,19.0,18.0,15.0,18.0,24.0,22.0,14.0,21.0,14.0,13.0,15.0,14.0,17.0,14.0,15.0,18.0,17.0,20.0,15.0,19.0,16.0,17.0,12.0,20.0,15.0,16.0,20.0,25.0,20.0,27.0,27.0,29.0,25.0,19.0,20.0,19.0,21.0,18.0,23.0,20.0,14.0,19.0,17.0,16.0,16.0,21.0,21.0,10.0,18.0,17.0,18.0,15.0,15.0,19.0,15.0,17.0,20.0,15.0,18.0,14.0,16.0,16.0,24.0,21.0,22.0,18.0,23.0,16.0,16.0,19.0,15.0,16.0,16.0,25.0,22.0,13.0,19.0,22.0,23.0,25.0,17.0,20.0,23.0,19.0,26.0,25.0,26.0,27.0,24.0,23.0,23.0,18.0,20.0,12.0,17.0,14.0,22.0,22.0,27.0,27.0,17.0,22.0,18.0,18.0,13.0,28.0,19.0,13.0,24.0,22.0,27.0,24.0,23.0,17.0,18.0,20.0,10.0,13.0
